IdCompra,Fecha,IdProducto,Cantidad,Precio,IdProveedor
111,2015-01-30,43016,2,309.5,13
112,2015-01-30,43018,20,344.05,10
113,2015-01-30,43020,18,436.96,10
114,2015-01-30,43022,10,313.95,5
115,2015-01-30,43024,20,367.43,8
116,2015-01-30,43026,8,411.53,6
117,2015-01-30,42754,17,975.97,2
118,2015-01-30,42755,6,785.85,7
119,2015-01-30,42758,27,1371.9,8
120,2015-01-30,42760,7,1099.95,9
121,2015-01-30,42763,11,1663.23,11
122,2015-01-30,42765,2,1302.6,6
123,2015-01-30,42766,4,5332.18,10
124,2015-01-30,42768,31,1335.75,10
125,2015-01-30,42769,4,1875.04,5
126,2015-01-30,42773,2,5309.59,1
127,2015-01-30,42774,14,4506.49,11
128,2015-01-30,42777,13,1865.98,7
129,2015-01-30,42778,28,1834.88,10
130,2015-01-30,42779,10,7481.5,11
131,2015-01-30,42782,6,2678.34,1
132,2015-01-30,42789,5,167.05,9
133,2015-01-30,42792,2,317.73,9
134,2015-01-30,42793,8,599.24,6
135,2015-01-30,42794,4,215.71,2
136,2015-01-30,42795,18,410.73,7
137,2015-01-30,42796,2,283.34,3
138,2015-01-30,42801,7,1950.04,5
139,2015-01-30,42926,32,59.21,1
140,2015-01-30,42929,3,249.15,2
141,2015-01-30,42931,23,212.31,5
142,2015-01-30,42853,5,483.89,10
143,2015-01-30,42870,17,134.46,3
144,2015-01-30,42899,9,131.3,7
145,2015-01-30,42900,9,192.97,5
146,2015-01-30,42928,15,97.84,4
147,2015-01-30,42975,16,164.95,13
148,2015-01-30,42976,2,151.51,6
149,2015-01-30,42977,4,88.78,10
150,2015-01-30,42978,5,72.24,11
151,2015-01-30,42979,2,68.33,14
152,2015-01-30,42980,6,86.82,12
153,2015-01-30,42982,11,7.8,13
154,2015-02-27,42832,22,530.11,6
155,2015-02-27,42833,9,645.24,1
156,2015-02-27,42836,13,611.73,7
157,2015-02-27,42837,2,333.79,9
158,2015-02-27,42838,4,710.45,11
159,2015-02-27,42839,18,279.78,5
160,2015-02-27,42842,10,273.31,10
161,2015-02-27,42843,5,481.56,12
162,2015-02-27,42844,18,1124.05,14
163,2015-02-27,42846,5,1900.31,10
164,2015-02-27,42847,13,1827.78,10
165,2015-02-27,42857,9,402.85,5
166,2015-02-27,42858,3,365.81,8
167,2015-02-27,42859,6,415.85,9
168,2015-02-27,42984,28,201.15,9
169,2015-02-27,42908,7,1131.45,3
170,2015-02-27,42910,4,1189,13
171,2015-02-27,42911,19,1179.98,1
172,2015-02-27,42912,15,1310.58,4
173,2015-02-27,42913,9,1059.86,4
174,2015-02-27,42914,16,1025.12,13
175,2015-02-27,42918,2,622.5,10
176,2015-02-27,42919,10,476.95,9
177,2015-02-27,42920,6,505.49,6
178,2015-02-27,42921,6,576.48,8
179,2015-02-27,42922,13,522.31,13
180,2015-02-27,42924,1,375.66,8
181,2015-02-27,42925,3,1.96,9
182,2015-02-27,42934,3,1110.8,5
183,2015-02-27,42937,5,1569.32,5
184,2015-02-27,42941,27,2114.97,3
185,2015-02-27,42944,24,2621.9,12
186,2015-02-27,42946,10,1487.36,1
187,2015-02-27,42949,6,1515.91,8
188,2015-02-27,42950,14,1832.77,5
189,2015-02-27,42951,8,1872.87,6
190,2015-02-27,42953,7,2268.76,10
191,2015-02-27,42955,3,1705.33,9
192,2015-02-27,42960,15,3050.95,4
193,2015-02-27,42963,8,1670.36,9
194,2015-02-27,42966,20,2639.19,5
195,2015-02-27,42968,23,2326.25,10
196,2015-02-27,42969,11,2894.93,6
197,2015-02-27,42970,5,2085.32,3
198,2015-02-27,42971,5,1739.46,11
199,2015-02-27,42972,12,1702.12,2
200,2015-02-27,43029,3,737.94,3
201,2015-02-27,43031,29,948.17,12
202,2015-02-27,43032,8,644.51,6
203,2015-02-27,43034,5,611.33,10
204,2015-02-27,43035,12,755.16,8
205,2015-02-27,43036,11,509.68,11
206,2015-02-27,43037,8,696.12,13
207,2015-02-27,43040,8,516.75,11
208,2015-02-27,43041,3,529.82,6
209,2015-02-27,43043,9,902.8,1
210,2015-02-27,42816,10,944.54,11
211,2015-02-27,42819,5,674.5,5
212,2015-02-27,42820,5,516.18,7
213,2015-02-27,42823,4,631.24,6
214,2015-02-27,42824,4,400.01,4
215,2015-02-27,42825,5,376.69,8
216,2015-02-27,42826,6,380.83,11
217,2015-02-27,42810,6,970.56,4
218,2015-02-27,42812,27,296.43,12
219,2015-02-27,42815,9,440.74,2
220,2015-02-27,42904,7,103.26,8
221,2015-02-27,42906,22,238.64,11
222,2015-02-27,42864,7,123.87,8
223,2015-02-27,42865,19,144.33,7
224,2015-02-27,42867,7,122.08,8
225,2015-02-27,42868,2,138.57,3
226,2015-02-27,42869,13,147.71,4
227,2015-02-27,42871,4,436.56,11
228,2015-02-27,42872,10,406.15,8
229,2015-02-27,42873,1,432.9,9
230,2015-02-27,42877,8,369.67,4
231,2015-02-27,42878,7,413.33,9
232,2015-02-27,42881,15,310.3,9
233,2015-02-27,42884,37,358.09,13
234,2015-02-27,42885,4,348.91,13
235,2015-02-27,42886,6,316.74,5
236,2015-02-27,42887,10,380.85,5
237,2015-02-27,42888,6,303.02,4
238,2015-02-27,42891,6,324.17,3
239,2015-02-27,42892,2,374.9,13
240,2015-02-27,42893,2,330.56,5
241,2015-02-27,42898,30,357.47,10
242,2015-02-27,42988,8,478.18,5
243,2015-02-27,42989,2,259.64,8
244,2015-02-27,42990,2,248.08,13
245,2015-02-27,42991,14,283.61,4
246,2015-02-27,42993,5,317.43,9
247,2015-02-27,42995,5,220.27,7
248,2015-02-27,42999,17,386.06,3
249,2015-02-27,43000,25,270.88,3
250,2015-02-27,43001,24,429.41,13
251,2015-02-27,43005,7,256.22,11
252,2015-02-27,43007,23,300.11,1
253,2015-02-27,43008,6,294.36,2
254,2015-02-27,43010,9,242.67,3
255,2015-02-27,43012,6,374.36,10
256,2015-02-27,43013,5,280.55,13
257,2015-02-27,43014,20,392.44,5
258,2015-02-27,43016,16,337.25,11
259,2015-02-27,43018,19,314.83,5
260,2015-02-27,43019,4,321.31,3
261,2015-02-27,43020,4,442.47,7
262,2015-02-27,43021,3,338.88,3
263,2015-02-27,43023,26,428.18,12
264,2015-02-27,43025,4,351.14,8
265,2015-02-27,42754,1,859.7,10
266,2015-02-27,42756,15,471.94,9
267,2015-02-27,42758,4,1380.42,8
268,2015-02-27,42759,19,1357.08,1
269,2015-02-27,42760,8,999.44,11
270,2015-02-27,42763,18,1449.99,12
271,2015-02-27,42765,6,1311.66,13
272,2015-02-27,42767,2,2273.38,7
273,2015-02-27,42768,7,1358.92,8
274,2015-02-27,42769,3,2138.98,12
275,2015-02-27,42770,15,2275.87,8
276,2015-02-27,42771,10,1560.05,4
277,2015-02-27,42772,5,5124.06,11
278,2015-02-27,42774,5,4256.89,2
279,2015-02-27,42776,17,913,6
280,2015-02-27,42777,10,1822.52,7
281,2015-02-27,42778,16,1940.4,9
282,2015-02-27,42780,6,2612.81,6
283,2015-02-27,42783,7,1524.52,11
284,2015-02-27,42785,9,994.38,3
285,2015-02-27,42786,6,489.02,7
286,2015-02-27,42787,9,1033.3,3
287,2015-02-27,42788,6,297.2,7
288,2015-02-27,42794,12,222.56,7
289,2015-02-27,42797,5,3351.96,3
290,2015-02-27,42799,8,1017.23,12
291,2015-02-27,42801,3,1966.51,13
292,2015-02-27,42850,4,181.15,8
293,2015-02-27,42851,4,109.31,8
294,2015-02-27,42926,8,55.17,9
295,2015-02-27,42929,18,233.77,2
296,2015-02-27,42930,2,94.08,11
297,2015-02-27,42901,7,153.77,11
298,2015-02-27,42973,4,83.55,4
299,2015-02-27,42975,3,163.23,5
300,2015-02-27,42977,8,88.46,6
301,2015-02-27,42978,13,73.67,12
302,2015-02-27,42979,3,79.73,2
303,2015-02-27,42980,6,77.84,13
304,2015-03-27,42833,11,633.31,6
305,2015-03-27,42837,6,267.75,12
306,2015-03-27,42838,10,628.06,2
307,2015-03-27,42839,5,279.3,9
308,2015-03-27,42840,6,263.07,5
309,2015-03-27,42842,20,219.14,5
310,2015-03-27,42843,14,490.3,10
311,2015-03-27,42845,15,643.74,11
312,2015-03-27,42847,12,1732.41,5
313,2015-03-27,42856,8,372.49,9
314,2015-03-27,42859,4,439.67,8
315,2015-03-27,42860,7,441.75,3
316,2015-03-27,42863,6,296.14,9
317,2015-03-27,42907,1,276.32,4
318,2015-03-27,42912,8,1303.83,14
319,2015-03-27,42915,14,1238.9,5
320,2015-03-27,42916,10,909.13,4
321,2015-03-27,42918,5,539.62,6
322,2015-03-27,42919,12,400.31,6
323,2015-03-27,42921,6,530.69,6
324,2015-03-27,42922,9,467.65,2
325,2015-03-27,42923,21,553.55,2
326,2015-03-27,42933,5,888.6,14
327,2015-03-27,42934,7,1346.7,11
328,2015-03-27,42936,4,2239.5,9
329,2015-03-27,42938,5,2028,10
330,2015-03-27,42939,4,2105.23,9
331,2015-03-27,42940,11,1594.76,7
332,2015-03-27,42941,2,2112.59,8
333,2015-03-27,42944,15,2836.31,13
334,2015-03-27,42945,3,2438.52,9
335,2015-03-27,42948,10,2220.39,9
336,2015-03-27,42949,4,1304.91,3
337,2015-03-27,42954,17,1760.56,9
338,2015-03-27,42955,14,1565.65,1
339,2015-03-27,42957,3,2025.54,11
340,2015-03-27,42958,9,2386.54,3
341,2015-03-27,42960,14,3002.5,12
342,2015-03-27,42962,16,1583.61,6
343,2015-03-27,42963,2,1600.47,2
344,2015-03-27,42964,10,1945.45,12
345,2015-03-27,42965,20,1739.51,7
346,2015-03-27,42966,4,2077.8,8
347,2015-03-27,42971,12,1889.59,4
348,2015-03-27,42972,8,1928.17,6
349,2015-03-27,43028,7,569.54,11
350,2015-03-27,43029,8,847.99,12
351,2015-03-27,43031,22,817.25,6
352,2015-03-27,43034,6,769.77,6
353,2015-03-27,43035,4,706.4,13
354,2015-03-27,43036,10,489.45,4
355,2015-03-27,43037,2,878.26,6
356,2015-03-27,43039,9,515.78,2
357,2015-03-27,43041,24,602.23,13
358,2015-03-27,43042,8,851.32,5
359,2015-03-27,43043,3,789.05,12
360,2015-03-27,42816,16,952.91,11
361,2015-03-27,42817,5,624.25,13
362,2015-03-27,42818,8,1364.59,10
363,2015-03-27,42820,6,455.73,5
364,2015-03-27,42822,6,604.41,2
365,2015-03-27,42823,3,672.12,6
366,2015-03-27,42824,9,394.37,11
367,2015-03-27,42826,9,369.73,13
368,2015-03-27,42828,6,586.04,13
369,2015-03-27,42829,11,684.52,3
370,2015-03-27,42831,3,284.65,12
371,2015-03-27,42848,5,980.42,4
372,2015-03-27,42849,5,1229.41,2
373,2015-03-27,42810,7,914.33,2
374,2015-03-27,42811,1,1774.34,2
375,2015-03-27,42812,4,228.19,14
376,2015-03-27,42813,6,285.32,10
377,2015-03-27,42902,5,163.55,11
378,2015-03-27,42903,4,196.75,11
379,2015-03-27,42906,5,256.06,6
380,2015-03-27,42866,1,132.98,1
381,2015-03-27,42867,4,143.61,9
382,2015-03-27,42868,8,137.29,7
383,2015-03-27,42871,28,395.21,10
384,2015-03-27,42872,8,354.06,5
385,2015-03-27,42873,21,405.82,7
386,2015-03-27,42875,13,393.94,7
387,2015-03-27,42877,24,397.89,6
388,2015-03-27,42878,9,363,6
389,2015-03-27,42880,10,377.21,8
390,2015-03-27,42881,15,390.82,7
391,2015-03-27,42882,16,396.26,8
392,2015-03-27,42884,7,332.03,14
393,2015-03-27,42886,4,326.24,12
394,2015-03-27,42887,7,301.97,8
395,2015-03-27,42888,5,309.73,4
396,2015-03-27,42891,14,403.91,11
397,2015-03-27,42892,10,386.43,2
398,2015-03-27,42893,9,335.55,1
399,2015-03-27,42896,4,342.29,11
400,2015-03-27,42897,8,401.28,5
401,2015-03-27,42898,19,406.79,7
402,2015-03-27,42985,14,1095.71,8
403,2015-03-27,42987,14,308.62,10
404,2015-03-27,42988,13,373.46,4
405,2015-03-27,42990,8,242.76,10
406,2015-03-27,42992,8,430.3,6
407,2015-03-27,42997,6,302.89,5
408,2015-03-27,42999,4,426.34,14
409,2015-03-27,43002,6,286.08,6
410,2015-03-27,43004,1,237.54,12
411,2015-03-27,43005,13,290.34,11
412,2015-03-27,43007,18,315.89,7
413,2015-03-27,43010,4,259.76,3
414,2015-03-27,43011,24,286.69,14
415,2015-03-27,43014,11,372.61,6
416,2015-03-27,43016,9,353.3,1
417,2015-03-27,43017,3,220.34,2
418,2015-03-27,43020,6,352.38,11
419,2015-03-27,43023,11,478.1,10
420,2015-03-27,43024,18,383.13,10
421,2015-03-27,43025,1,362.66,9
422,2015-03-27,43026,1,417.16,4
423,2015-03-27,42754,7,946.5,4
424,2015-03-27,42756,6,470.04,6
425,2015-03-27,42758,14,1142.3,3
426,2015-03-27,42759,8,1372.22,5
427,2015-03-27,42760,4,1011.04,11
428,2015-03-27,42761,11,864.21,8
429,2015-03-27,42762,1,1399.64,2
430,2015-03-27,42764,9,986.88,2
431,2015-03-27,42765,10,1218.07,10
432,2015-03-27,42766,8,4504.82,12
433,2015-03-27,42767,13,2203.19,8
434,2015-03-27,42768,3,1190,2
435,2015-03-27,42772,3,4089.39,6
436,2015-03-27,42773,11,6035.7,11
437,2015-03-27,42775,5,2152.67,3
438,2015-03-27,42778,10,2222.09,11
439,2015-03-27,42780,3,3169.15,3
440,2015-03-27,42781,9,1595.03,12
441,2015-03-27,42783,18,1861.75,2
442,2015-03-27,42785,4,981.92,12
443,2015-03-27,42787,8,925.78,14
444,2015-03-27,42789,15,131.92,10
445,2015-03-27,42791,11,184.22,3
446,2015-03-27,42792,21,347.27,6
447,2015-03-27,42794,10,195.91,12
448,2015-03-27,42796,10,359.59,4
449,2015-03-27,42799,20,1094.28,2
450,2015-03-27,42851,4,107.62,2
451,2015-03-27,42926,10,48.12,4
452,2015-03-27,42927,16,65.4,11
453,2015-03-27,42929,3,207.02,11
454,2015-03-27,42870,5,140.88,14
455,2015-03-27,42899,9,139.84,5
456,2015-03-27,42900,5,158.72,11
457,2015-03-27,42928,7,80.52,1
458,2015-03-27,42932,3,105.97,2
459,2015-03-27,42973,7,82.38,11
460,2015-03-27,42975,18,137.36,13
461,2015-03-27,42979,15,70.97,11
462,2015-03-27,42981,14,41.25,7
463,2015-03-27,42982,4,9.08,6
464,2015-04-24,42832,5,532.04,7
465,2015-04-24,42835,5,593.74,5
466,2015-04-24,42838,4,596.67,10
467,2015-04-24,42839,4,217.22,2
468,2015-04-24,42845,21,520.26,13
469,2015-04-24,42847,3,2157.65,9
470,2015-04-24,42858,30,391.48,3
471,2015-04-24,42859,15,458,10
472,2015-04-24,42860,4,431.11,13
473,2015-04-24,42861,12,369.77,3
474,2015-04-24,42862,19,383.83,7
475,2015-04-24,42983,5,266.59,11
476,2015-04-24,42907,3,276.38,11
477,2015-04-24,42908,1,1113.93,6
478,2015-04-24,42909,8,1094.39,9
479,2015-04-24,42910,37,928.42,8
480,2015-04-24,42914,7,1118.06,5
481,2015-04-24,42915,6,1378.57,6
482,2015-04-24,42917,6,82577.9,8
483,2015-04-24,42918,10,629.27,6
484,2015-04-24,42920,5,556.41,12
485,2015-04-24,42924,2,426.57,5
486,2015-04-24,42934,13,1360.3,13
487,2015-04-24,42935,1,1478.06,13
488,2015-04-24,42937,6,1512.17,10
489,2015-04-24,42938,4,2055.54,10
490,2015-04-24,42941,5,2293.25,1
491,2015-04-24,42946,6,1377.1,8
492,2015-04-24,42947,9,1956.22,13
493,2015-04-24,42949,5,1432.96,12
494,2015-04-24,42951,5,2227.25,1
495,2015-04-24,42952,4,2995.28,5
496,2015-04-24,42953,10,2443.39,2
497,2015-04-24,42956,7,1397.28,10
498,2015-04-24,42958,7,2948.32,10
499,2015-04-24,42961,27,1878.43,10
500,2015-04-24,42963,8,1555.74,7
501,2015-04-24,42966,1,2591.36,9
502,2015-04-24,42967,26,2251,3
503,2015-04-24,42969,11,2409.4,8
504,2015-04-24,42971,9,2064.06,12
505,2015-04-24,43031,15,761.17,7
506,2015-04-24,43032,7,715.46,4
507,2015-04-24,43035,7,699.89,4
508,2015-04-24,43036,5,476.02,7
509,2015-04-24,43040,19,514.89,6
510,2015-04-24,43043,3,856.74,3
511,2015-04-24,42816,11,968.28,5
512,2015-04-24,42817,8,626.58,6
513,2015-04-24,42818,6,1170.95,14
514,2015-04-24,42822,8,571.96,7
515,2015-04-24,42824,15,375.44,13
516,2015-04-24,42826,4,353.74,6
517,2015-04-24,42829,8,671.12,13
518,2015-04-24,42831,2,247.63,12
519,2015-04-24,42848,5,958.04,11
520,2015-04-24,42849,16,1193.83,12
521,2015-04-24,42815,10,388.34,8
522,2015-04-24,42903,7,193.17,11
523,2015-04-24,42904,7,102.2,4
524,2015-04-24,42905,12,352.16,4
525,2015-04-24,42864,11,147.82,3
526,2015-04-24,42865,2,153.97,5
527,2015-04-24,42866,2,127.5,13
528,2015-04-24,42868,5,152.67,7
529,2015-04-24,42869,1,134.31,9
530,2015-04-24,42871,3,381.01,12
531,2015-04-24,42872,11,340.1,7
532,2015-04-24,42878,7,344.44,7
533,2015-04-24,42879,20,340.35,13
534,2015-04-24,42880,3,344.13,9
535,2015-04-24,42884,5,374.55,1
536,2015-04-24,42886,14,386.72,2
537,2015-04-24,42887,7,307.2,7
538,2015-04-24,42888,11,389.89,6
539,2015-04-24,42892,12,399.97,11
540,2015-04-24,42894,14,408.55,2
541,2015-04-24,42895,8,357.91,6
542,2015-04-24,42897,4,400.88,9
543,2015-04-24,42985,8,1030.58,13
544,2015-04-24,42989,12,251.29,5
545,2015-04-24,42990,7,270.31,7
546,2015-04-24,42991,12,276.19,10
547,2015-04-24,42992,19,439.23,5
548,2015-04-24,42993,3,314.93,8
549,2015-04-24,42996,3,356.35,9
550,2015-04-24,42997,17,321.92,2
551,2015-04-24,42999,20,396.67,2
552,2015-04-24,43001,3,433.08,6
553,2015-04-24,43002,18,270.73,13
554,2015-04-24,43004,11,225.75,12
555,2015-04-24,43008,11,296.44,4
556,2015-04-24,43010,28,241.07,13
557,2015-04-24,43011,5,254.42,3
558,2015-04-24,43013,5,274.1,11
559,2015-04-24,43015,5,382.81,2
560,2015-04-24,43018,5,306.04,8
561,2015-04-24,43019,5,258.82,4
562,2015-04-24,43020,13,351.17,5
563,2015-04-24,43021,4,290.7,13
564,2015-04-24,43022,10,333.71,3
565,2015-04-24,43023,9,397.59,10
566,2015-04-24,42755,6,773.08,12
567,2015-04-24,42756,14,387.06,9
568,2015-04-24,42762,8,1568.85,13
569,2015-04-24,42763,5,1335.75,9
570,2015-04-24,42764,5,1013.19,3
571,2015-04-24,42765,5,1291.04,6
572,2015-04-24,42766,15,5199.58,9
573,2015-04-24,42769,3,2256.64,12
574,2015-04-24,42770,5,2809.14,4
575,2015-04-24,42774,5,3780.36,12
576,2015-04-24,42776,2,1014.11,10
577,2015-04-24,42777,7,1847.51,12
578,2015-04-24,42778,8,2118.85,7
579,2015-04-24,42780,4,2696.92,13
580,2015-04-24,42781,19,1628.45,12
581,2015-04-24,42782,10,2691.85,7
582,2015-04-24,42783,6,1662.95,12
583,2015-04-24,42784,2,1236.03,14
584,2015-04-24,42785,6,1013.82,4
585,2015-04-24,42786,6,548.41,6
586,2015-04-24,42789,3,174.26,11
587,2015-04-24,42790,5,559.98,14
588,2015-04-24,42792,10,353.3,9
589,2015-04-24,42793,6,599.65,1
590,2015-04-24,42794,6,226.64,5
591,2015-04-24,42798,4,943.42,14
592,2015-04-24,42799,16,1008.7,12
593,2015-04-24,42851,9,105.18,10
594,2015-04-24,42926,12,54.57,13
595,2015-04-24,42927,4,66.93,3
596,2015-04-24,42930,3,122.61,13
597,2015-04-24,42931,22,200.13,7
598,2015-04-24,42853,8,577.44,9
599,2015-04-24,42870,14,118.3,12
600,2015-04-24,42901,12,141.54,10
601,2015-04-24,42928,14,76.97,10
602,2015-04-24,42976,4,164.54,7
603,2015-04-24,42977,5,71.84,6
604,2015-04-24,42978,7,68.41,8
605,2015-04-24,42981,8,41.1,4
606,2015-05-29,42833,3,610.53,11
607,2015-05-29,42835,11,564.98,13
608,2015-05-29,42836,11,553.46,7
609,2015-05-29,42838,20,676.69,3
610,2015-05-29,42840,9,273.4,13
611,2015-05-29,42841,2,263.02,5
612,2015-05-29,42842,2,233.36,12
613,2015-05-29,42843,20,505.05,11
614,2015-05-29,42844,12,1123.93,8
615,2015-05-29,42845,6,605.59,10
616,2015-05-29,42846,2,1954.74,5
617,2015-05-29,42847,15,1919,2
618,2015-05-29,42857,8,428.54,2
619,2015-05-29,42860,10,382.31,11
620,2015-05-29,42863,6,300.61,3
621,2015-05-29,42983,10,226.54,6
622,2015-05-29,42984,4,155.31,6
623,2015-05-29,42907,4,309.65,4
624,2015-05-29,42910,2,1007.32,10
625,2015-05-29,42913,9,974,5
626,2015-05-29,42916,15,967.33,11
627,2015-05-29,42917,4,93250.3,11
628,2015-05-29,42918,2,586.43,10
629,2015-05-29,42919,16,411.79,6
630,2015-05-29,42920,12,554.95,9
631,2015-05-29,42921,10,505.44,11
632,2015-05-29,42922,14,514.94,3
633,2015-05-29,42923,3,558.93,13
634,2015-05-29,42925,11,1.86,6
635,2015-05-29,42933,7,782.72,11
636,2015-05-29,42934,8,1338.68,4
637,2015-05-29,42935,5,1840.48,2
638,2015-05-29,42941,5,2219.14,2
639,2015-05-29,42942,11,1983.39,8
640,2015-05-29,42943,17,1647.86,3
641,2015-05-29,42944,8,2637.48,1
642,2015-05-29,42946,8,1579.95,3
643,2015-05-29,42947,5,1924.61,5
644,2015-05-29,42949,4,1491.58,10
645,2015-05-29,42950,7,1942.3,8
646,2015-05-29,42953,14,2562.62,11
647,2015-05-29,42955,7,1622.23,11
648,2015-05-29,42959,3,3055.59,5
649,2015-05-29,42960,19,2964.04,7
650,2015-05-29,42962,5,1706.42,11
651,2015-05-29,42965,11,1631.68,11
652,2015-05-29,42966,9,2280.15,5
653,2015-05-29,42971,18,1935.41,2
654,2015-05-29,42972,15,1728.79,3
655,2015-05-29,43028,9,694.65,11
656,2015-05-29,43031,4,910.56,9
657,2015-05-29,43033,20,770.68,7
658,2015-05-29,43037,11,817.25,12
659,2015-05-29,43039,16,568.82,4
660,2015-05-29,43040,3,475.19,6
661,2015-05-29,43041,6,603.03,3
662,2015-05-29,43042,3,874.07,9
663,2015-05-29,43043,16,784.94,8
664,2015-05-29,42817,8,591.99,4
665,2015-05-29,42818,16,1446.17,10
666,2015-05-29,42821,9,516.74,2
667,2015-05-29,42822,5,635.39,8
668,2015-05-29,42823,3,616.27,1
669,2015-05-29,42828,12,643.28,14
670,2015-05-29,42829,2,718.75,5
671,2015-05-29,42848,8,1089.52,3
672,2015-05-29,42810,7,862.71,11
673,2015-05-29,42814,12,250.11,10
674,2015-05-29,42815,6,447.74,8
675,2015-05-29,42902,2,177.53,5
676,2015-05-29,42904,9,92.04,4
677,2015-05-29,42905,5,347.54,6
678,2015-05-29,42737,8,1268.4,14
679,2015-05-29,42865,8,124.05,6
680,2015-05-29,42869,8,122.49,2
681,2015-05-29,42872,1,342.53,7
682,2015-05-29,42875,7,399.43,4
683,2015-05-29,42877,5,418.21,4
684,2015-05-29,42878,14,384.4,11
685,2015-05-29,42883,7,373.82,9
686,2015-05-29,42884,12,357.23,13
687,2015-05-29,42886,17,358.45,6
