IdFecha,fecha,anio,mes,dia,trimestre,semana,dia_nombre,mes_nombre
20150810,2015-08-10,2015,8,10,3,33,Monday,August
20150811,2015-08-11,2015,8,11,3,33,Tuesday,August
20150812,2015-08-12,2015,8,12,3,33,Wednesday,August
20150813,2015-08-13,2015,8,13,3,33,Thursday,August
20150814,2015-08-14,2015,8,14,3,33,Friday,August
20150815,2015-08-15,2015,8,15,3,33,Saturday,August
20150816,2015-08-16,2015,8,16,3,33,Sunday,August
20150817,2015-08-17,2015,8,17,3,34,Monday,August
20150818,2015-08-18,2015,8,18,3,34,Tuesday,August
20150819,2015-08-19,2015,8,19,3,34,Wednesday,August
20150820,2015-08-20,2015,8,20,3,34,Thursday,August
20150821,2015-08-21,2015,8,21,3,34,Friday,August
20150822,2015-08-22,2015,8,22,3,34,Saturday,August
20150823,2015-08-23,2015,8,23,3,34,Sunday,August
20150824,2015-08-24,2015,8,24,3,35,Monday,August
20150825,2015-08-25,2015,8,25,3,35,Tuesday,August
20150826,2015-08-26,2015,8,26,3,35,Wednesday,August
20150827,2015-08-27,2015,8,27,3,35,Thursday,August
20150828,2015-08-28,2015,8,28,3,35,Friday,August
20150829,2015-08-29,2015,8,29,3,35,Saturday,August
20150830,2015-08-30,2015,8,30,3,35,Sunday,August
20150831,2015-08-31,2015,8,31,3,36,Monday,August
20150901,2015-09-01,2015,9,1,3,36,Tuesday,September
20150902,2015-09-02,2015,9,2,3,36,Wednesday,September
20150903,2015-09-03,2015,9,3,3,36,Thursday,September
20150904,2015-09-04,2015,9,4,3,36,Friday,September
20150905,2015-09-05,2015,9,5,3,36,Saturday,September
20150906,2015-09-06,2015,9,6,3,36,Sunday,September
20150907,2015-09-07,2015,9,7,3,37,Monday,September
20150908,2015-09-08,2015,9,8,3,37,Tuesday,September
20150909,2015-09-09,2015,9,9,3,37,Wednesday,September
20150910,2015-09-10,2015,9,10,3,37,Thursday,September
20150911,2015-09-11,2015,9,11,3,37,Friday,September
20150912,2015-09-12,2015,9,12,3,37,Saturday,September
20150913,2015-09-13,2015,9,13,3,37,Sunday,September
20150914,2015-09-14,2015,9,14,3,38,Monday,September
20150915,2015-09-15,2015,9,15,3,38,Tuesday,September
20150916,2015-09-16,2015,9,16,3,38,Wednesday,September
20150917,2015-09-17,2015,9,17,3,38,Thursday,September
20150918,2015-09-18,2015,9,18,3,38,Friday,September
20150919,2015-09-19,2015,9,19,3,38,Saturday,September
20150920,2015-09-20,2015,9,20,3,38,Sunday,September
20150921,2015-09-21,2015,9,21,3,39,Monday,September
20150922,2015-09-22,2015,9,22,3,39,Tuesday,September
20150923,2015-09-23,2015,9,23,3,39,Wednesday,September
20150924,2015-09-24,2015,9,24,3,39,Thursday,September
20150925,2015-09-25,2015,9,25,3,39,Friday,September
20150926,2015-09-26,2015,9,26,3,39,Saturday,September
20150927,2015-09-27,2015,9,27,3,39,Sunday,September
20150928,2015-09-28,2015,9,28,3,40,Monday,September
20150929,2015-09-29,2015,9,29,3,40,Tuesday,September
20150930,2015-09-30,2015,9,30,3,40,Wednesday,September
20151001,2015-10-01,2015,10,1,4,40,Thursday,October
20151002,2015-10-02,2015,10,2,4,40,Friday,October
20151003,2015-10-03,2015,10,3,4,40,Saturday,October
20151004,2015-10-04,2015,10,4,4,40,Sunday,October
20151005,2015-10-05,2015,10,5,4,41,Monday,October
20151006,2015-10-06,2015,10,6,4,41,Tuesday,October
20151007,2015-10-07,2015,10,7,4,41,Wednesday,October
20151008,2015-10-08,2015,10,8,4,41,Thursday,October
20151009,2015-10-09,2015,10,9,4,41,Friday,October
20151010,2015-10-10,2015,10,10,4,41,Saturday,October
20151011,2015-10-11,2015,10,11,4,41,Sunday,October
20151012,2015-10-12,2015,10,12,4,42,Monday,October
20151013,2015-10-13,2015,10,13,4,42,Tuesday,October
20151014,2015-10-14,2015,10,14,4,42,Wednesday,October
20151015,2015-10-15,2015,10,15,4,42,Thursday,October
20151016,2015-10-16,2015,10,16,4,42,Friday,October
20151017,2015-10-17,2015,10,17,4,42,Saturday,October
20151018,2015-10-18,2015,10,18,4,42,Sunday,October
20151019,2015-10-19,2015,10,19,4,43,Monday,October
20151020,2015-10-20,2015,10,20,4,43,Tuesday,October
20151021,2015-10-21,2015,10,21,4,43,Wednesday,October
20151022,2015-10-22,2015,10,22,4,43,Thursday,October
20151023,2015-10-23,2015,10,23,4,43,Friday,October
20151024,2015-10-24,2015,10,24,4,43,Saturday,October
20151025,2015-10-25,2015,10,25,4,43,Sunday,October
20151026,2015-10-26,2015,10,26,4,44,Monday,October
20151027,2015-10-27,2015,10,27,4,44,Tuesday,October
20151028,2015-10-28,2015,10,28,4,44,Wednesday,October
20151029,2015-10-29,2015,10,29,4,44,Thursday,October
20151030,2015-10-30,2015,10,30,4,44,Friday,October
20151031,2015-10-31,2015,10,31,4,44,Saturday,October
20151101,2015-11-01,2015,11,1,4,44,Sunday,November
20151102,2015-11-02,2015,11,2,4,45,Monday,November
20151103,2015-11-03,2015,11,3,4,45,Tuesday,November
20151104,2015-11-04,2015,11,4,4,45,Wednesday,November
20151105,2015-11-05,2015,11,5,4,45,Thursday,November
20151106,2015-11-06,2015,11,6,4,45,Friday,November
20151107,2015-11-07,2015,11,7,4,45,Saturday,November
20151108,2015-11-08,2015,11,8,4,45,Sunday,November
20151109,2015-11-09,2015,11,9,4,46,Monday,November
20151110,2015-11-10,2015,11,10,4,46,Tuesday,November
20151111,2015-11-11,2015,11,11,4,46,Wednesday,November
20151112,2015-11-12,2015,11,12,4,46,Thursday,November
20151113,2015-11-13,2015,11,13,4,46,Friday,November
20151114,2015-11-14,2015,11,14,4,46,Saturday,November
20151115,2015-11-15,2015,11,15,4,46,Sunday,November
20151116,2015-11-16,2015,11,16,4,47,Monday,November
20151117,2015-11-17,2015,11,17,4,47,Tuesday,November
20151118,2015-11-18,2015,11,18,4,47,Wednesday,November
20151119,2015-11-19,2015,11,19,4,47,Thursday,November
20151120,2015-11-20,2015,11,20,4,47,Friday,November
20151121,2015-11-21,2015,11,21,4,47,Saturday,November
20151122,2015-11-22,2015,11,22,4,47,Sunday,November
20151123,2015-11-23,2015,11,23,4,48,Monday,November
20151124,2015-11-24,2015,11,24,4,48,Tuesday,November
20151125,2015-11-25,2015,11,25,4,48,Wednesday,November
20151126,2015-11-26,2015,11,26,4,48,Thursday,November
20151127,2015-11-27,2015,11,27,4,48,Friday,November
20151128,2015-11-28,2015,11,28,4,48,Saturday,November
20151129,2015-11-29,2015,11,29,4,48,Sunday,November
20151130,2015-11-30,2015,11,30,4,49,Monday,November
20151201,2015-12-01,2015,12,1,4,49,Tuesday,December
20151202,2015-12-02,2015,12,2,4,49,Wednesday,December
20151203,2015-12-03,2015,12,3,4,49,Thursday,December
20151204,2015-12-04,2015,12,4,4,49,Friday,December
20151205,2015-12-05,2015,12,5,4,49,Saturday,December
20151206,2015-12-06,2015,12,6,4,49,Sunday,December
20151207,2015-12-07,2015,12,7,4,50,Monday,December
20151208,2015-12-08,2015,12,8,4,50,Tuesday,December
20151209,2015-12-09,2015,12,9,4,50,Wednesday,December
20151210,2015-12-10,2015,12,10,4,50,Thursday,December
20151211,2015-12-11,2015,12,11,4,50,Friday,December
20151212,2015-12-12,2015,12,12,4,50,Saturday,December
20151213,2015-12-13,2015,12,13,4,50,Sunday,December
20151214,2015-12-14,2015,12,14,4,51,Monday,December
20151215,2015-12-15,2015,12,15,4,51,Tuesday,December
20151216,2015-12-16,2015,12,16,4,51,Wednesday,December
20151217,2015-12-17,2015,12,17,4,51,Thursday,December
20151218,2015-12-18,2015,12,18,4,51,Friday,December
20151219,2015-12-19,2015,12,19,4,51,Saturday,December
20151220,2015-12-20,2015,12,20,4,51,Sunday,December
20151221,2015-12-21,2015,12,21,4,52,Monday,December
20151222,2015-12-22,2015,12,22,4,52,Tuesday,December
20151223,2015-12-23,2015,12,23,4,52,Wednesday,December
20151224,2015-12-24,2015,12,24,4,52,Thursday,December
20151225,2015-12-25,2015,12,25,4,52,Friday,December
20151226,2015-12-26,2015,12,26,4,52,Saturday,December
20151227,2015-12-27,2015,12,27,4,52,Sunday,December
20151228,2015-12-28,2015,12,28,4,53,Monday,December
20151229,2015-12-29,2015,12,29,4,53,Tuesday,December
20151230,2015-12-30,2015,12,30,4,53,Wednesday,December
20151231,2015-12-31,2015,12,31,4,53,Thursday,December
20160101,2016-01-01,2016,1,1,1,53,Friday,January
20160102,2016-01-02,2016,1,2,1,53,Saturday,January
20160103,2016-01-03,2016,1,3,1,53,Sunday,January
20160104,2016-01-04,2016,1,4,1,1,Monday,January
20160105,2016-01-05,2016,1,5,1,1,Tuesday,January
20160106,2016-01-06,2016,1,6,1,1,Wednesday,January
20160107,2016-01-07,2016,1,7,1,1,Thursday,January
20160108,2016-01-08,2016,1,8,1,1,Friday,January
20160109,2016-01-09,2016,1,9,1,1,Saturday,January
20160110,2016-01-10,2016,1,10,1,1,Sunday,January
20160111,2016-01-11,2016,1,11,1,2,Monday,January
20160112,2016-01-12,2016,1,12,1,2,Tuesday,January
20160113,2016-01-13,2016,1,13,1,2,Wednesday,January
20160114,2016-01-14,2016,1,14,1,2,Thursday,January
20160115,2016-01-15,2016,1,15,1,2,Friday,January
20160116,2016-01-16,2016,1,16,1,2,Saturday,January
20160117,2016-01-17,2016,1,17,1,2,Sunday,January
20160118,2016-01-18,2016,1,18,1,3,Monday,January
20160119,2016-01-19,2016,1,19,1,3,Tuesday,January
20160120,2016-01-20,2016,1,20,1,3,Wednesday,January
20160121,2016-01-21,2016,1,21,1,3,Thursday,January
20160122,2016-01-22,2016,1,22,1,3,Friday,January
20160123,2016-01-23,2016,1,23,1,3,Saturday,January
20160124,2016-01-24,2016,1,24,1,3,Sunday,January
20160125,2016-01-25,2016,1,25,1,4,Monday,January
20160126,2016-01-26,2016,1,26,1,4,Tuesday,January
20160127,2016-01-27,2016,1,27,1,4,Wednesday,January
20160128,2016-01-28,2016,1,28,1,4,Thursday,January
20160129,2016-01-29,2016,1,29,1,4,Friday,January
20160130,2016-01-30,2016,1,30,1,4,Saturday,January
20160131,2016-01-31,2016,1,31,1,4,Sunday,January
20160201,2016-02-01,2016,2,1,1,5,Monday,February
20160202,2016-02-02,2016,2,2,1,5,Tuesday,February
20160203,2016-02-03,2016,2,3,1,5,Wednesday,February
20160204,2016-02-04,2016,2,4,1,5,Thursday,February
20160205,2016-02-05,2016,2,5,1,5,Friday,February
20160206,2016-02-06,2016,2,6,1,5,Saturday,February
20160207,2016-02-07,2016,2,7,1,5,Sunday,February
20160208,2016-02-08,2016,2,8,1,6,Monday,February
20160209,2016-02-09,2016,2,9,1,6,Tuesday,February
20160210,2016-02-10,2016,2,10,1,6,Wednesday,February
20160211,2016-02-11,2016,2,11,1,6,Thursday,February
20160212,2016-02-12,2016,2,12,1,6,Friday,February
20160213,2016-02-13,2016,2,13,1,6,Saturday,February
20160214,2016-02-14,2016,2,14,1,6,Sunday,February
20160215,2016-02-15,2016,2,15,1,7,Monday,February
20160216,2016-02-16,2016,2,16,1,7,Tuesday,February
20160217,2016-02-17,2016,2,17,1,7,Wednesday,February
20160218,2016-02-18,2016,2,18,1,7,Thursday,February
20160219,2016-02-19,2016,2,19,1,7,Friday,February
20160220,2016-02-20,2016,2,20,1,7,Saturday,February
20160221,2016-02-21,2016,2,21,1,7,Sunday,February
20160222,2016-02-22,2016,2,22,1,8,Monday,February
20160223,2016-02-23,2016,2,23,1,8,Tuesday,February
20160224,2016-02-24,2016,2,24,1,8,Wednesday,February
20160225,2016-02-25,2016,2,25,1,8,Thursday,February
20160226,2016-02-26,2016,2,26,1,8,Friday,February
20160227,2016-02-27,2016,2,27,1,8,Saturday,February
20160228,2016-02-28,2016,2,28,1,8,Sunday,February
20160229,2016-02-29,2016,2,29,1,9,Monday,February
20160301,2016-03-01,2016,3,1,1,9,Tuesday,March
20160302,2016-03-02,2016,3,2,1,9,Wednesday,March
20160303,2016-03-03,2016,3,3,1,9,Thursday,March
20160304,2016-03-04,2016,3,4,1,9,Friday,March
20160305,2016-03-05,2016,3,5,1,9,Saturday,March
20160306,2016-03-06,2016,3,6,1,9,Sunday,March
20160307,2016-03-07,2016,3,7,1,10,Monday,March
20160308,2016-03-08,2016,3,8,1,10,Tuesday,March
20160309,2016-03-09,2016,3,9,1,10,Wednesday,March
20160310,2016-03-10,2016,3,10,1,10,Thursday,March
20160311,2016-03-11,2016,3,11,1,10,Friday,March
20160312,2016-03-12,2016,3,12,1,10,Saturday,March
20160313,2016-03-13,2016,3,13,1,10,Sunday,March
20160314,2016-03-14,2016,3,14,1,11,Monday,March
20160315,2016-03-15,2016,3,15,1,11,Tuesday,March
20160316,2016-03-16,2016,3,16,1,11,Wednesday,March
20160317,2016-03-17,2016,3,17,1,11,Thursday,March
20160318,2016-03-18,2016,3,18,1,11,Friday,March
20160319,2016-03-19,2016,3,19,1,11,Saturday,March
20160320,2016-03-20,2016,3,20,1,11,Sunday,March
20160321,2016-03-21,2016,3,21,1,12,Monday,March
20160322,2016-03-22,2016,3,22,1,12,Tuesday,March
20160323,2016-03-23,2016,3,23,1,12,Wednesday,March
20160324,2016-03-24,2016,3,24,1,12,Thursday,March
20160325,2016-03-25,2016,3,25,1,12,Friday,March
20160326,2016-03-26,2016,3,26,1,12,Saturday,March
20160327,2016-03-27,2016,3,27,1,12,Sunday,March
20160328,2016-03-28,2016,3,28,1,13,Monday,March
20160329,2016-03-29,2016,3,29,1,13,Tuesday,March
20160330,2016-03-30,2016,3,30,1,13,Wednesday,March
20160331,2016-03-31,2016,3,31,1,13,Thursday,March
20160401,2016-04-01,2016,4,1,2,13,Friday,April
20160402,2016-04-02,2016,4,2,2,13,Saturday,April
20160403,2016-04-03,2016,4,3,2,13,Sunday,April
20160404,2016-04-04,2016,4,4,2,14,Monday,April
20160405,2016-04-05,2016,4,5,2,14,Tuesday,April
20160406,2016-04-06,2016,4,6,2,14,Wednesday,April
20160407,2016-04-07,2016,4,7,2,14,Thursday,April
20160408,2016-04-08,2016,4,8,2,14,Friday,April
20160409,2016-04-09,2016,4,9,2,14,Saturday,April
20160410,2016-04-10,2016,4,10,2,14,Sunday,April
20160411,2016-04-11,2016,4,11,2,15,Monday,April
20160412,2016-04-12,2016,4,12,2,15,Tuesday,April
20160413,2016-04-13,2016,4,13,2,15,Wednesday,April
20160414,2016-04-14,2016,4,14,2,15,Thursday,April
20160415,2016-04-15,2016,4,15,2,15,Friday,April
20160416,2016-04-16,2016,4,16,2,15,Saturday,April
20160417,2016-04-17,2016,4,17,2,15,Sunday,April
20160418,2016-04-18,2016,4,18,2,16,Monday,April
20160419,2016-04-19,2016,4,19,2,16,Tuesday,April
20160420,2016-04-20,2016,4,20,2,16,Wednesday,April
20160421,2016-04-21,2016,4,21,2,16,Thursday,April
20160422,2016-04-22,2016,4,22,2,16,Friday,April
20160423,2016-04-23,2016,4,23,2,16,Saturday,April
