IdGasto,IdSucursal,IdTipoGasto,Fecha,Monto
59,17,3,2015-01-01,111.33
60,17,4,2015-01-01,1073.17
61,21,1,2015-01-01,1025.85
62,21,2,2015-01-01,332.92
63,21,3,2015-01-01,107.12
64,21,4,2015-01-01,1026.56
65,22,1,2015-01-01,1119.32
66,22,2,2015-01-01,335.08
67,22,3,2015-01-01,102.67
68,22,4,2015-01-01,1182.89
69,12,1,2015-01-01,1034.23
70,12,2,2015-01-01,306.75
71,12,3,2015-01-01,100.97
72,12,4,2015-01-01,1181.21
73,14,1,2015-01-01,1076.83
74,14,2,2015-01-01,312.16
75,14,3,2015-01-01,117.22
76,14,4,2015-01-01,1139.23
77,19,1,2015-01-01,1179.67
78,19,2,2015-01-01,324.2
79,19,3,2015-01-01,106.43
80,19,4,2015-01-01,1079.6
81,16,1,2015-01-01,1005.02
82,16,2,2015-01-01,355.89
83,16,3,2015-01-01,111.65
84,16,4,2015-01-01,1023.6
85,11,1,2015-01-01,1168.49
86,11,2,2015-01-01,351.49
87,11,3,2015-01-01,115.27
88,11,4,2015-01-01,1048.46
89,25,1,2015-01-01,1184.31
90,25,2,2015-01-01,352.85
91,25,3,2015-01-01,112.79
92,25,4,2015-01-01,1111.1
93,26,1,2015-01-01,1171.73
94,26,2,2015-01-01,337.6
95,26,3,2015-01-01,111.15
96,26,4,2015-01-01,1181.62
97,27,1,2015-01-01,1173.5
98,27,2,2015-01-01,336.79
99,27,3,2015-01-01,109.27
100,27,4,2015-01-01,1095.6
101,29,1,2015-01-01,1199.88
102,29,2,2015-01-01,333.78
103,29,3,2015-01-01,116.33
104,29,4,2015-01-01,1078.75
105,30,1,2015-01-01,1103.83
106,30,2,2015-01-01,324.88
107,30,3,2015-01-01,110.31
108,30,4,2015-01-01,1066.75
109,31,1,2015-01-01,1024.43
110,31,2,2015-01-01,336.58
111,31,3,2015-01-01,113.63
112,31,4,2015-01-01,1115.84
113,23,1,2015-01-01,1170.24
114,23,2,2015-01-01,331.1
115,23,3,2015-01-01,100.76
116,23,4,2015-01-01,1127.18
117,24,1,2015-01-01,1013
118,24,2,2015-01-01,325.03
119,24,3,2015-01-01,117.82
120,24,4,2015-01-01,1040.71
121,18,1,2015-02-01,1068.92
122,18,2,2015-02-01,306.74
123,18,3,2015-02-01,110.56
124,18,4,2015-02-01,1060.77
125,1,1,2015-02-01,1186.91
126,1,2,2015-02-01,345.67
127,1,3,2015-02-01,100.05
128,1,4,2015-02-01,1145.77
129,2,1,2015-02-01,1127.32
130,2,2,2015-02-01,359.8
131,2,3,2015-02-01,101.47
132,2,4,2015-02-01,1075.36
133,3,1,2015-02-01,1132.79
134,3,2,2015-02-01,311.37
135,3,3,2015-02-01,119.11
136,3,4,2015-02-01,1041.69
137,4,1,2015-02-01,1035.23
138,4,2,2015-02-01,315.33
139,4,3,2015-02-01,114.98
140,4,4,2015-02-01,1195.73
141,5,1,2015-02-01,1129.23
142,5,2,2015-02-01,317.69
143,5,3,2015-02-01,110.72
144,5,4,2015-02-01,1158.97
145,6,1,2015-02-01,1073.31
146,6,2,2015-02-01,326.89
147,6,3,2015-02-01,102.82
148,6,4,2015-02-01,1072.34
149,7,1,2015-02-01,1076.97
150,7,2,2015-02-01,350.34
151,7,3,2015-02-01,100.82
152,7,4,2015-02-01,1137.36
153,8,1,2015-02-01,1062.32
154,8,2,2015-02-01,329.85
155,8,3,2015-02-01,111.06
156,8,4,2015-02-01,1054.42
157,9,1,2015-02-01,1140.35
158,9,2,2015-02-01,341.55
159,9,3,2015-02-01,107.14
160,9,4,2015-02-01,1141.41
161,10,1,2015-02-01,1092.93
162,10,2,2015-02-01,312.13
163,10,3,2015-02-01,112.33
164,10,4,2015-02-01,1095.36
165,13,1,2015-02-01,1106.82
166,13,2,2015-02-01,314.4
167,13,3,2015-02-01,111.96
168,13,4,2015-02-01,1053.88
169,15,1,2015-02-01,1110.67
170,15,2,2015-02-01,357.52
171,15,3,2015-02-01,102.66
172,15,4,2015-02-01,1157.7
173,20,1,2015-02-01,1108.8
174,20,2,2015-02-01,321.26
175,20,3,2015-02-01,102.8
176,20,4,2015-02-01,1127.35
177,17,1,2015-02-01,1152.76
178,17,2,2015-02-01,354.53
179,17,3,2015-02-01,105.05
180,17,4,2015-02-01,1107.24
181,21,1,2015-02-01,1184.71
182,21,2,2015-02-01,300.55
183,21,3,2015-02-01,105.5
184,21,4,2015-02-01,1069.62
185,22,1,2015-02-01,1183.04
186,22,2,2015-02-01,331.89
187,22,3,2015-02-01,118.25
188,22,4,2015-02-01,1193.36
189,12,1,2015-02-01,1019.41
190,12,2,2015-02-01,335.09
191,12,3,2015-02-01,112.66
192,12,4,2015-02-01,1082
193,14,1,2015-02-01,1030.29
194,14,2,2015-02-01,331.64
195,14,3,2015-02-01,103.64
196,14,4,2015-02-01,1065.54
197,19,1,2015-02-01,1018.57
198,19,2,2015-02-01,328.87
199,19,3,2015-02-01,102.55
200,19,4,2015-02-01,1038.7
201,16,1,2015-02-01,1117.05
202,16,2,2015-02-01,320.74
203,16,3,2015-02-01,119.45
204,16,4,2015-02-01,1165.27
205,11,1,2015-02-01,1042.75
206,11,2,2015-02-01,335.38
207,11,3,2015-02-01,106.14
208,11,4,2015-02-01,1153.38
209,25,1,2015-02-01,1182.59
210,25,2,2015-02-01,315.84
211,25,3,2015-02-01,111.62
212,25,4,2015-02-01,1022.77
213,26,1,2015-02-01,1165.16
214,26,2,2015-02-01,347.25
215,26,3,2015-02-01,109.2
216,26,4,2015-02-01,1187.5
217,27,1,2015-02-01,1061.5
218,27,2,2015-02-01,343.5
219,27,3,2015-02-01,114.05
220,27,4,2015-02-01,1067.63
221,29,1,2015-02-01,1116.56
222,29,2,2015-02-01,353.97
223,29,3,2015-02-01,114.99
224,29,4,2015-02-01,1009.55
225,30,1,2015-02-01,1198.21
226,30,2,2015-02-01,348.71
227,30,3,2015-02-01,101.72
228,30,4,2015-02-01,1199.07
229,31,1,2015-02-01,1143.63
230,31,2,2015-02-01,336.28
231,31,3,2015-02-01,117.38
232,31,4,2015-02-01,1106.37
233,23,1,2015-02-01,1010.34
234,23,2,2015-02-01,339.77
235,23,3,2015-02-01,103.19
236,23,4,2015-02-01,1161.68
237,24,1,2015-02-01,1112.73
238,24,2,2015-02-01,323.59
239,24,3,2015-02-01,105.49
240,24,4,2015-02-01,1038.68
241,18,1,2015-03-01,1028.68
242,18,2,2015-03-01,308.2
243,18,3,2015-03-01,105.07
244,18,4,2015-03-01,1171.47
245,1,1,2015-03-01,1105.26
246,1,2,2015-03-01,303.57
247,1,3,2015-03-01,114.37
248,1,4,2015-03-01,1082.64
249,2,1,2015-03-01,1182.21
250,2,2,2015-03-01,318.94
251,2,3,2015-03-01,116.91
252,2,4,2015-03-01,1056.03
253,3,1,2015-03-01,1172.89
254,3,2,2015-03-01,328.9
255,3,3,2015-03-01,116.3
256,3,4,2015-03-01,1126.04
257,4,1,2015-03-01,1141.17
258,4,2,2015-03-01,338.32
259,4,3,2015-03-01,101.52
260,4,4,2015-03-01,1092.63
261,5,1,2015-03-01,1017.65
262,5,2,2015-03-01,303.11
263,5,3,2015-03-01,119.89
264,5,4,2015-03-01,1163.5
265,6,1,2015-03-01,1020.71
266,6,2,2015-03-01,303.92
267,6,3,2015-03-01,100.32
268,6,4,2015-03-01,1176.85
269,7,1,2015-03-01,1074.61
270,7,2,2015-03-01,312.75
271,7,3,2015-03-01,118.86
272,7,4,2015-03-01,1015.65
273,8,1,2015-03-01,1112.39
274,8,2,2015-03-01,334.49
275,8,3,2015-03-01,103.77
276,8,4,2015-03-01,1043.64
277,9,1,2015-03-01,1105.05
278,9,2,2015-03-01,358.31
279,9,3,2015-03-01,105.66
280,9,4,2015-03-01,1099.92
281,10,1,2015-03-01,1129.8
282,10,2,2015-03-01,344.77
283,10,3,2015-03-01,115.68
284,10,4,2015-03-01,1136.32
285,13,1,2015-03-01,1011.18
286,13,2,2015-03-01,314.09
287,13,3,2015-03-01,100.12
288,13,4,2015-03-01,1065.31
289,15,1,2015-03-01,1122.85
290,15,2,2015-03-01,305.49
291,15,3,2015-03-01,112.29
292,15,4,2015-03-01,1159.76
293,20,1,2015-03-01,1030.01
294,20,2,2015-03-01,321.24
295,20,3,2015-03-01,106.39
296,20,4,2015-03-01,1107.18
297,17,1,2015-03-01,1144.16
298,17,2,2015-03-01,359.78
299,17,3,2015-03-01,116.39
300,17,4,2015-03-01,1021.69
301,21,1,2015-03-01,1016.75
302,21,2,2015-03-01,305.6
303,21,3,2015-03-01,104.32
304,21,4,2015-03-01,1159.72
305,22,1,2015-03-01,1069.13
306,22,2,2015-03-01,319.94
307,22,3,2015-03-01,112.5
308,22,4,2015-03-01,1025.65
309,12,1,2015-03-01,1153.2
310,12,2,2015-03-01,326.71
311,12,3,2015-03-01,118.56
312,12,4,2015-03-01,1060.74
313,14,1,2015-03-01,1147
314,14,2,2015-03-01,345.83
315,14,3,2015-03-01,112.28
316,14,4,2015-03-01,1155.92
317,19,1,2015-03-01,1011.05
318,19,2,2015-03-01,356.26
319,19,3,2015-03-01,110.44
320,19,4,2015-03-01,1159.66
321,16,1,2015-03-01,1084.97
322,16,2,2015-03-01,343.76
323,16,3,2015-03-01,107.44
324,16,4,2015-03-01,1134.53
325,11,1,2015-03-01,1049.39
326,11,2,2015-03-01,313
327,11,3,2015-03-01,106.85
328,11,4,2015-03-01,1012.47
329,25,1,2015-03-01,1056.88
330,25,2,2015-03-01,314.1
331,25,3,2015-03-01,106.44
332,25,4,2015-03-01,1180.8
333,26,1,2015-03-01,1110.93
334,26,2,2015-03-01,303.67
335,26,3,2015-03-01,112.84
336,26,4,2015-03-01,1005.24
337,27,1,2015-03-01,1041.02
338,27,2,2015-03-01,356.82
339,27,3,2015-03-01,102.39
340,27,4,2015-03-01,1151.2
341,29,1,2015-03-01,1084.38
342,29,2,2015-03-01,350.48
343,29,3,2015-03-01,118.83
344,29,4,2015-03-01,1036.6
345,30,1,2015-03-01,1018.11
346,30,2,2015-03-01,354.23
347,30,3,2015-03-01,104.95
348,30,4,2015-03-01,1105.39
349,31,1,2015-03-01,1178.31
350,31,2,2015-03-01,352.61
351,31,3,2015-03-01,114.2
352,31,4,2015-03-01,1183.78
353,23,1,2015-03-01,1092.96
354,23,2,2015-03-01,334.03
355,23,3,2015-03-01,108.83
356,23,4,2015-03-01,1101.12
357,24,1,2015-03-01,1040.73
358,24,2,2015-03-01,330.1
359,24,3,2015-03-01,117.94
360,24,4,2015-03-01,1196.16
361,18,1,2015-04-01,1042.51
362,18,2,2015-04-01,307.22
363,18,3,2015-04-01,119.29
364,18,4,2015-04-01,1092.03
365,1,1,2015-04-01,1081.61
366,1,2,2015-04-01,339.59
367,1,3,2015-04-01,101.5
368,1,4,2015-04-01,1078.92
369,2,1,2015-04-01,1149.74
370,2,2,2015-04-01,333.58
371,2,3,2015-04-01,111.04
372,2,4,2015-04-01,1016.28
373,3,1,2015-04-01,1150.17
374,3,2,2015-04-01,330.6
375,3,3,2015-04-01,105.95
376,3,4,2015-04-01,1191.5
377,4,1,2015-04-01,1178.98
378,4,2,2015-04-01,336.12
379,4,3,2015-04-01,106.51
380,4,4,2015-04-01,1164.23
381,5,1,2015-04-01,1025.86
382,5,2,2015-04-01,310.99
383,5,3,2015-04-01,110.56
384,5,4,2015-04-01,1018.17
385,6,1,2015-04-01,1173.98
386,6,2,2015-04-01,304.61
387,6,3,2015-04-01,115.5
388,6,4,2015-04-01,1128.76
389,7,1,2015-04-01,1178.87
390,7,2,2015-04-01,332.42
391,7,3,2015-04-01,100.37
392,7,4,2015-04-01,1094.24
393,8,1,2015-04-01,1060.15
394,8,2,2015-04-01,305.41
395,8,3,2015-04-01,110.97
396,8,4,2015-04-01,1094.31
397,9,1,2015-04-01,1142.5
398,9,2,2015-04-01,308.88
399,9,3,2015-04-01,112.05
400,9,4,2015-04-01,1113.52
401,10,1,2015-04-01,1006.23
402,10,2,2015-04-01,327.17
403,10,3,2015-04-01,103.41
404,10,4,2015-04-01,1099
405,13,1,2015-04-01,1192.61
406,13,2,2015-04-01,319.81
407,13,3,2015-04-01,115.23
408,13,4,2015-04-01,1163.44
409,15,1,2015-04-01,1160.29
410,15,2,2015-04-01,333.34
411,15,3,2015-04-01,107.48
412,15,4,2015-04-01,1040.52
413,20,1,2015-04-01,1178.25
414,20,2,2015-04-01,350.91
415,20,3,2015-04-01,111.37
416,20,4,2015-04-01,1059.41
417,17,1,2015-04-01,1155.95
418,17,2,2015-04-01,300.46
419,17,3,2015-04-01,113.98
420,17,4,2015-04-01,1094.41
421,21,1,2015-04-01,1052.66
422,21,2,2015-04-01,354.03
423,21,3,2015-04-01,114.24
424,21,4,2015-04-01,1171.87
425,22,1,2015-04-01,1032.06
426,22,2,2015-04-01,313.41
427,22,3,2015-04-01,112.73
428,22,4,2015-04-01,1102.4
429,12,1,2015-04-01,1130.12
430,12,2,2015-04-01,343.01
431,12,3,2015-04-01,112.65
432,12,4,2015-04-01,1002.6
433,14,1,2015-04-01,1033.37
434,14,2,2015-04-01,347.71
435,14,3,2015-04-01,109.51
436,14,4,2015-04-01,1198.19
437,19,1,2015-04-01,1105.78
438,19,2,2015-04-01,340.3
439,19,3,2015-04-01,115.43
440,19,4,2015-04-01,1168.47
441,16,1,2015-04-01,1179.49
442,16,2,2015-04-01,357.61
443,16,3,2015-04-01,102.18
444,16,4,2015-04-01,1132.64
445,11,1,2015-04-01,1197.91
446,11,2,2015-04-01,357.5
447,11,3,2015-04-01,116.45
448,11,4,2015-04-01,1047.64
449,25,1,2015-04-01,1144.64
450,25,2,2015-04-01,354.09
451,25,3,2015-04-01,106.76
452,25,4,2015-04-01,1196.93
453,26,1,2015-04-01,1181.96
454,26,2,2015-04-01,335.7
455,26,3,2015-04-01,104.92
456,26,4,2015-04-01,1088.91
457,27,1,2015-04-01,1096.99
458,27,2,2015-04-01,305.46
459,27,3,2015-04-01,100.01
460,27,4,2015-04-01,1145.81
461,29,1,2015-04-01,1128.76
462,29,2,2015-04-01,301.92
463,29,3,2015-04-01,104.57
464,29,4,2015-04-01,1009.31
465,30,1,2015-04-01,1109.44
466,30,2,2015-04-01,335.78
467,30,3,2015-04-01,106.8
468,30,4,2015-04-01,1182.4
469,31,1,2015-04-01,1107.86
470,31,2,2015-04-01,357.63
471,31,3,2015-04-01,103.7
472,31,4,2015-04-01,1008.61
473,23,1,2015-04-01,1132.07
474,23,2,2015-04-01,310.36
475,23,3,2015-04-01,117.65
476,23,4,2015-04-01,1178.65
477,24,1,2015-04-01,1163.91
478,24,2,2015-04-01,325.07
479,24,3,2015-04-01,112.62
480,24,4,2015-04-01,1180.12
481,18,1,2015-05-01,1122.08
482,18,2,2015-05-01,321.01
483,18,3,2015-05-01,118.39
484,18,4,2015-05-01,1109.54
485,1,1,2015-05-01,1195.92
486,1,2,2015-05-01,315.29
487,1,3,2015-05-01,106.71
488,1,4,2015-05-01,1182.58
489,2,1,2015-05-01,1111.61
490,2,2,2015-05-01,303.09
491,2,3,2015-05-01,111.66
492,2,4,2015-05-01,1152.32
493,3,1,2015-05-01,1011.67
494,3,2,2015-05-01,300.42
495,3,3,2015-05-01,117.2
496,3,4,2015-05-01,1055.86
497,4,1,2015-05-01,1163.25
498,4,2,2015-05-01,314.6
499,4,3,2015-05-01,115.35
500,4,4,2015-05-01,1021.69
501,5,1,2015-05-01,1047.86
502,5,2,2015-05-01,352.27
503,5,3,2015-05-01,112.76
504,5,4,2015-05-01,1115.38
505,6,1,2015-05-01,1194.03
506,6,2,2015-05-01,307.2
507,6,3,2015-05-01,113.79
508,6,4,2015-05-01,1017.66
509,7,1,2015-05-01,1074.49
510,7,2,2015-05-01,335.84
511,7,3,2015-05-01,117.39
512,7,4,2015-05-01,1111.2
513,8,1,2015-05-01,1034.23
514,8,2,2015-05-01,311.26
515,8,3,2015-05-01,108.5
516,8,4,2015-05-01,1112.22
517,9,1,2015-05-01,1106.21
518,9,2,2015-05-01,358.31
519,9,3,2015-05-01,105.33
520,9,4,2015-05-01,1083.31
521,10,1,2015-05-01,1056.69
522,10,2,2015-05-01,310.05
523,10,3,2015-05-01,119.74
524,10,4,2015-05-01,1086.5
525,13,1,2015-05-01,1040.31
526,13,2,2015-05-01,342.61
527,13,3,2015-05-01,118.93
528,13,4,2015-05-01,1120.4
529,15,1,2015-05-01,1034.07
530,15,2,2015-05-01,302.74
531,15,3,2015-05-01,114.35
532,15,4,2015-05-01,1090.15
533,20,1,2015-05-01,1020.2
534,20,2,2015-05-01,309.17
535,20,3,2015-05-01,109.22
536,20,4,2015-05-01,1169.42
537,17,1,2015-05-01,1170.42
538,17,2,2015-05-01,343.16
539,17,3,2015-05-01,100.8
540,17,4,2015-05-01,1008.42
541,21,1,2015-05-01,1018.1
542,21,2,2015-05-01,319.57
543,21,3,2015-05-01,107.19
544,21,4,2015-05-01,1163.87
545,22,1,2015-05-01,1003.6
546,22,2,2015-05-01,337.91
547,22,3,2015-05-01,102.11
548,22,4,2015-05-01,1126.43
549,12,1,2015-05-01,1168.79
550,12,2,2015-05-01,319.4
551,12,3,2015-05-01,101.7
552,12,4,2015-05-01,1090.76
553,14,1,2015-05-01,1002.97
554,14,2,2015-05-01,342.77
555,14,3,2015-05-01,110.39
556,14,4,2015-05-01,1091.7
557,19,1,2015-05-01,1146.86
558,19,2,2015-05-01,317.77
559,19,3,2015-05-01,105.55
560,19,4,2015-05-01,1099.91
561,16,1,2015-05-01,1133.01
562,16,2,2015-05-01,349.6
563,16,3,2015-05-01,102.76
564,16,4,2015-05-01,1042
565,11,1,2015-05-01,1127.23
566,11,2,2015-05-01,333.04
567,11,3,2015-05-01,116.9
568,11,4,2015-05-01,1114.56
569,25,1,2015-05-01,1065.81
570,25,2,2015-05-01,355.61
571,25,3,2015-05-01,112.94
572,25,4,2015-05-01,1090.77
573,26,1,2015-05-01,1065.76
574,26,2,2015-05-01,316.95
575,26,3,2015-05-01,108.52
576,26,4,2015-05-01,1056.32
577,27,1,2015-05-01,1026.13
578,27,2,2015-05-01,348.51
579,27,3,2015-05-01,113.01
580,27,4,2015-05-01,1165.54
581,29,1,2015-05-01,1037.29
582,29,2,2015-05-01,326.95
583,29,3,2015-05-01,113.73
584,29,4,2015-05-01,1016.81
585,30,1,2015-05-01,1072.29
586,30,2,2015-05-01,333.3
587,30,3,2015-05-01,113.81
588,30,4,2015-05-01,1157.61
589,31,1,2015-05-01,1173.71
590,31,2,2015-05-01,358.72
591,31,3,2015-05-01,105.75
592,31,4,2015-05-01,1100.28
593,23,1,2015-05-01,1128.92
594,23,2,2015-05-01,343.13
595,23,3,2015-05-01,113.21
596,23,4,2015-05-01,1029.21
597,24,1,2015-05-01,1149.72
598,24,2,2015-05-01,318.29
599,24,3,2015-05-01,105.57
600,24,4,2015-05-01,1095.77
601,18,1,2015-06-01,1111.64
602,18,2,2015-06-01,321.26
603,18,3,2015-06-01,101.95
604,18,4,2015-06-01,1084.68
605,1,1,2015-06-01,1165.01
606,1,2,2015-06-01,351.3
607,1,3,2015-06-01,116
608,1,4,2015-06-01,1086.92
609,2,1,2015-06-01,1154.64
610,2,2,2015-06-01,333.73
611,2,3,2015-06-01,109.83
612,2,4,2015-06-01,1154.11
613,3,1,2015-06-01,1075.7
614,3,2,2015-06-01,334.85
615,3,3,2015-06-01,115.37
616,3,4,2015-06-01,1020.03
617,4,1,2015-06-01,1039.06
618,4,2,2015-06-01,340.56
619,4,3,2015-06-01,115.88
620,4,4,2015-06-01,1188.24
621,5,1,2015-06-01,1064.94
622,5,2,2015-06-01,347.99
623,5,3,2015-06-01,100.5
624,5,4,2015-06-01,1145.08
625,6,1,2015-06-01,1110.44
626,6,2,2015-06-01,335.09
627,6,3,2015-06-01,105.34
628,6,4,2015-06-01,1116.3
629,7,1,2015-06-01,1021.22
630,7,2,2015-06-01,347.16
631,7,3,2015-06-01,112.23
632,7,4,2015-06-01,1140.07
633,8,1,2015-06-01,1133.35
634,8,2,2015-06-01,313.96
635,8,3,2015-06-01,103.26
636,8,4,2015-06-01,1023.54
637,9,1,2015-06-01,1019.81
638,9,2,2015-06-01,308.53
639,9,3,2015-06-01,108.27
640,9,4,2015-06-01,1128.22
641,10,1,2015-06-01,1193.02
642,10,2,2015-06-01,354.13
643,10,3,2015-06-01,112.31
644,10,4,2015-06-01,1074.2
645,13,1,2015-06-01,1001.7
646,13,2,2015-06-01,355.77
647,13,3,2015-06-01,112.44
648,13,4,2015-06-01,1064.29
649,15,1,2015-06-01,1148.26
650,15,2,2015-06-01,344.53
651,15,3,2015-06-01,109.73
652,15,4,2015-06-01,1041.32
653,20,1,2015-06-01,1114.66
654,20,2,2015-06-01,314.8
655,20,3,2015-06-01,110.27
656,20,4,2015-06-01,1165.41
657,17,1,2015-06-01,1119.01
658,17,2,2015-06-01,329.64
659,17,3,2015-06-01,113.7
660,17,4,2015-06-01,1188.62
661,21,1,2015-06-01,1132.08
662,21,2,2015-06-01,328.36
663,21,3,2015-06-01,107.64
664,21,4,2015-06-01,1098.3
665,22,1,2015-06-01,1062.39
666,22,2,2015-06-01,305.12
667,22,3,2015-06-01,109.81
668,22,4,2015-06-01,1039.36
669,12,1,2015-06-01,1102.47
670,12,2,2015-06-01,358.29
671,12,3,2015-06-01,106.4
672,12,4,2015-06-01,1137.32
673,14,1,2015-06-01,1094.47
674,14,2,2015-06-01,318.12
675,14,3,2015-06-01,101.86
676,14,4,2015-06-01,1111.99
677,19,1,2015-06-01,1104
678,19,2,2015-06-01,355.21
679,19,3,2015-06-01,100.81
680,19,4,2015-06-01,1088.45
681,16,1,2015-06-01,1017.96
682,16,2,2015-06-01,307.34
683,16,3,2015-06-01,106.84
684,16,4,2015-06-01,1068.61
685,11,1,2015-06-01,1137.86
686,11,2,2015-06-01,325.04
687,11,3,2015-06-01,100.38
688,11,4,2015-06-01,1168.54
689,25,1,2015-06-01,1031.31
690,25,2,2015-06-01,315.29
691,25,3,2015-06-01,116.08
692,25,4,2015-06-01,1051.28
693,26,1,2015-06-01,1173.91
694,26,2,2015-06-01,334.72
695,26,3,2015-06-01,105.69
696,26,4,2015-06-01,1137.34
697,27,1,2015-06-01,1115.99
698,27,2,2015-06-01,350.37
699,27,3,2015-06-01,109.16
700,27,4,2015-06-01,1154.17
701,29,1,2015-06-01,1096.11
702,29,2,2015-06-01,305.42
703,29,3,2015-06-01,100.2
704,29,4,2015-06-01,1155.68
705,30,1,2015-06-01,1172.46
706,30,2,2015-06-01,358.58
707,30,3,2015-06-01,105.89
708,30,4,2015-06-01,1108.85
709,31,1,2015-06-01,1167.46
710,31,2,2015-06-01,333.23
711,31,3,2015-06-01,105.14
712,31,4,2015-06-01,1124.94
713,23,1,2015-06-01,1070.37
714,23,2,2015-06-01,353.1
715,23,3,2015-06-01,107.4
716,23,4,2015-06-01,1038.79
717,24,1,2015-06-01,1172.04
718,24,2,2015-06-01,343.15
719,24,3,2015-06-01,100.31
720,24,4,2015-06-01,1183.77
721,18,1,2015-07-01,1109.68
722,18,2,2015-07-01,359.13
723,18,3,2015-07-01,105.65
724,18,4,2015-07-01,1091.18
725,1,1,2015-07-01,1086.4
726,1,2,2015-07-01,347.54
727,1,3,2015-07-01,113.31
728,1,4,2015-07-01,1189.94
729,2,1,2015-07-01,1150.53
730,2,2,2015-07-01,354.85
731,2,3,2015-07-01,106.25
732,2,4,2015-07-01,1164.19
733,3,1,2015-07-01,1033.33
734,3,2,2015-07-01,322.23
735,3,3,2015-07-01,107.05
736,3,4,2015-07-01,1130.33
737,4,1,2015-07-01,1040.06
738,4,2,2015-07-01,302.79
739,4,3,2015-07-01,112.64
740,4,4,2015-07-01,1003.98
741,5,1,2015-07-01,1040.76
742,5,2,2015-07-01,357.56
743,5,3,2015-07-01,103.7
744,5,4,2015-07-01,1009.63
745,6,1,2015-07-01,1137.01
746,6,2,2015-07-01,316.85
747,6,3,2015-07-01,106.98
748,6,4,2015-07-01,1180.67
749,7,1,2015-07-01,1093.84
750,7,2,2015-07-01,338.16
751,7,3,2015-07-01,115.44
752,7,4,2015-07-01,1190.46
753,8,1,2015-07-01,1089.1
754,8,2,2015-07-01,322.23
755,8,3,2015-07-01,110.32
756,8,4,2015-07-01,1093.68
757,9,1,2015-07-01,1158.81
758,9,2,2015-07-01,333.9
759,9,3,2015-07-01,108.86
760,9,4,2015-07-01,1104.06
761,10,1,2015-07-01,1054.45
762,10,2,2015-07-01,348.02
763,10,3,2015-07-01,103.69
764,10,4,2015-07-01,1104.43
765,13,1,2015-07-01,1011.42
766,13,2,2015-07-01,343.14
767,13,3,2015-07-01,108.48
768,13,4,2015-07-01,1192.39
769,15,1,2015-07-01,1107.65
770,15,2,2015-07-01,348.32
771,15,3,2015-07-01,108.25
772,15,4,2015-07-01,1129.07
773,20,1,2015-07-01,1197.97
774,20,2,2015-07-01,300.79
775,20,3,2015-07-01,101.93
776,20,4,2015-07-01,1088.39
777,17,1,2015-07-01,1184.16
778,17,2,2015-07-01,316.7
779,17,3,2015-07-01,112.58
780,17,4,2015-07-01,1061.92
781,21,1,2015-07-01,1132.29
782,21,2,2015-07-01,322.7
783,21,3,2015-07-01,118.15
784,21,4,2015-07-01,1080.66
785,22,1,2015-07-01,1058.7
786,22,2,2015-07-01,315.45
787,22,3,2015-07-01,108.13
788,22,4,2015-07-01,1052.2
789,12,1,2015-07-01,1017.02
790,12,2,2015-07-01,338.55
791,12,3,2015-07-01,119.14
792,12,4,2015-07-01,1171.69
793,14,1,2015-07-01,1084.14
794,14,2,2015-07-01,331.69
795,14,3,2015-07-01,107.58
796,14,4,2015-07-01,1062.03
797,19,1,2015-07-01,1082.78
