IdVenta,Fecha,Fecha_Entrega,IdCanal,IdCliente,IdSucursal,IdEmpleado,IdProducto,Precio,Cantidad
96,2016-12-28,2017-01-02,1,3,13,1674,42836,823.24,3
97,2017-01-10,2017-01-11,1,2984,13,1674,42841,353.32,1
98,2017-01-17,2017-01-21,1,1859,13,1674,42871,560,1
99,2017-02-25,2017-03-02,1,17,13,1674,42858,505,2
100,2017-06-15,2017-06-25,2,3365,13,1674,42844,1810.38,1
101,2017-06-17,2017-06-21,2,1043,13,1674,42883,498,20
102,2017-07-11,2017-07-14,1,1111,13,1674,42858,505,2
103,2017-07-25,2017-07-28,1,610,13,1674,42869,199,2
104,2017-07-27,2017-08-01,2,708,13,1674,42824,584.76,1
105,2017-10-28,2017-11-02,3,1107,13,1674,42822,816.86,
106,2017-11-20,2017-11-22,2,1301,13,1674,42870,178,10
107,2018-01-05,2018-01-13,2,3401,13,1674,42830,486.42,2
108,2018-01-08,2018-01-09,1,741,13,1674,42862,512,3
109,2018-02-05,2018-02-08,2,4,13,1674,42861,542,1
110,2018-03-05,2018-03-10,3,1049,13,1674,42846,2846.58,3
111,2018-04-19,2018-04-22,3,1839,13,1674,42870,178,2
112,2018-05-04,2018-05-09,3,1204,13,1674,42858,505,3
113,2018-08-03,2018-08-08,2,191,13,1674,42878,560,2
114,2018-10-08,2018-10-13,3,1868,13,1674,42820,,3
115,2018-11-27,2018-11-29,2,631,13,1674,42834,818.84,2
116,2019-01-01,2019-01-02,2,1693,13,1674,42825,554.18,1
117,2019-01-17,2019-01-24,2,432,13,1674,42822,816.86,1
118,2019-02-07,2019-02-08,1,1789,13,1674,42855,1130,3
119,2019-03-06,2019-03-07,3,1651,13,1674,42873,560,2
120,2019-04-04,2019-04-09,2,2579,13,1674,42858,505,3
121,2019-04-19,2019-04-23,3,1632,13,1674,42859,610,2
122,2019-07-08,2019-07-09,1,2735,13,1674,42883,498,2
123,2019-07-10,2019-07-17,2,535,13,1674,42839,353.32,1
124,2019-10-18,2019-10-19,2,2798,13,1674,42855,1130,2
125,2019-11-01,2019-11-03,1,1532,13,1674,42833,819.06,2
126,2020-02-24,2020-03-03,2,427,13,1674,42855,1130,1
127,2020-03-18,2020-03-21,1,1066,13,1674,42827,512.38,3
128,2020-04-04,2020-04-06,2,966,13,1674,42869,199,1
129,2020-04-20,2020-04-25,3,451,13,1674,42870,178,1
130,2015-01-13,2015-01-23,1,219,13,1674,42914,1489,2
131,2015-01-16,2015-01-21,3,880,13,1674,42885,498,2
132,2015-03-11,2015-03-13,3,2837,13,1674,42949,201500,1
133,2015-06-27,2015-07-04,3,2780,13,1674,42903,269,2
134,2015-10-03,2015-10-13,3,950,13,1674,42947,2974,2
135,2015-12-19,2015-12-23,3,2719,13,1674,42913,1357,1
136,2016-03-01,2016-03-06,1,1824,13,1674,42929,321,3
137,2016-04-26,2016-05-01,3,1826,13,1674,42934,1789,2
138,2016-07-08,2016-07-12,2,1617,13,1674,42923,753,2
139,2016-08-16,2016-08-24,2,1278,13,1674,42902,258,3
140,2016-08-22,2016-08-27,3,2969,13,1674,42905,456,1
141,2016-11-04,2016-11-07,1,3121,13,1674,42907,456,2
142,2016-11-23,2016-12-01,1,3172,13,1674,42948,2786,2
143,2017-02-01,2017-02-09,2,1719,13,1674,42940,2162,2
144,2017-02-07,2017-02-12,2,351,13,1674,42941,2971,2
145,2017-04-11,2017-04-16,1,383,13,1674,42896,515,2
146,2017-07-20,2017-07-24,3,3350,13,1674,42916,1356,1
147,2017-07-26,2017-07-29,2,566,13,1674,42939,2915,3
148,2017-09-14,2017-09-18,3,8,13,1674,42930,156,3
149,2017-10-20,2017-10-21,3,495,13,1674,42931,324,1
150,2017-12-02,2017-12-07,2,2700,13,1674,42931,324,1
151,2018-01-17,2018-01-22,1,1146,13,1674,42930,156,2
152,2018-09-11,2018-09-16,2,1637,13,1674,42888,498,1
153,2019-01-09,2019-01-12,3,3090,13,1674,42905,456,2
154,2019-01-17,2019-01-21,3,1416,13,1674,42927,91,
155,2019-03-14,2019-03-21,1,974,13,1674,42938,2679,20
156,2019-03-19,2019-03-29,2,1638,13,1674,42912,1654,3
157,2019-04-13,2019-04-18,1,787,13,1674,42893,515,1
158,2019-06-04,2019-06-08,2,1475,13,1674,42939,2915,2
159,2019-06-17,2019-06-21,3,1731,13,1674,42891,515,2
160,2019-07-09,2019-07-10,2,2689,13,1674,42920,789,20
161,2019-07-12,2019-07-16,3,1580,13,1674,42886,498,3
162,2019-09-23,2019-09-24,2,2906,13,1674,42909,1500,2
163,2019-10-08,2019-10-12,2,2652,13,1674,42930,156,2
164,2020-02-01,2020-02-06,2,1616,13,1674,42923,753,2
165,2020-04-01,2020-04-05,2,2823,13,1674,42890,51500,2
166,2020-05-02,2020-05-09,2,1641,13,1674,42916,1356,3
167,2015-01-27,2015-02-03,2,2763,13,1674,43013,354,2
168,2015-02-19,2015-02-24,3,662,13,1674,42973,123,2
169,2015-05-28,2015-06-02,1,994,13,1674,43006,519,2
170,2015-05-29,2015-06-03,1,1250,13,1674,42955,2366,3
171,2015-08-08,2015-08-09,2,1077,13,1674,42960,4125,2
172,2015-08-21,2015-08-22,3,1120,13,1674,43013,354,3
173,2015-10-21,2015-10-26,1,1434,13,1674,43006,519,2
174,2015-11-13,2015-11-17,3,2734,13,1674,42968,3445,2
175,2015-11-18,2015-11-21,3,2760,13,1674,42951,3043,20
176,2016-03-05,2016-03-10,2,2667,13,1674,43008,389,2
177,2016-03-21,2016-03-22,3,1769,13,1674,42988,598,30
178,2016-04-29,2016-05-04,1,820,13,1674,42955,2366,3
179,2016-04-30,2016-05-05,1,2866,13,1674,43013,354,2
180,2016-05-19,2016-05-22,3,2815,13,1674,43006,519,2
181,2016-11-03,2016-11-08,3,102,13,1674,42964,,3
182,2016-11-09,2016-11-14,2,1370,13,1674,42995,364,2
183,2016-11-28,2016-12-03,1,1426,13,1674,43016,454,
184,2017-04-03,2017-04-08,3,1864,13,1674,42969,3839,2
185,2017-05-26,2017-06-03,2,2966,13,1674,42990,353,1
186,2017-07-13,2017-07-16,1,1464,13,1674,42994,579,2
187,2017-08-02,2017-08-03,1,1665,13,1674,42986,354,1
188,2017-08-18,2017-08-23,2,2805,13,1674,43004,373,2
189,2017-08-26,2017-08-27,3,779,13,1674,42977,111,1
190,2017-10-03,2017-10-04,2,908,13,1674,42977,111,
191,2017-11-03,2017-11-06,3,1815,13,1674,42970,3001,1
192,2018-02-13,2018-02-17,1,971,13,1674,42964,2824,1
193,2018-03-07,2018-03-12,1,1521,13,1674,42953,3620,2
194,2018-07-25,2018-07-28,3,1054,13,1674,42998,529,3
195,2018-09-27,2018-10-04,3,1149,13,1674,42976,216,1
196,2018-10-15,2018-10-19,3,1724,13,1674,43003,442,2
197,2018-10-19,2018-10-29,3,1870,13,1674,43006,519,2
198,2018-11-30,2018-12-05,3,2922,13,1674,42956,2093,2
199,2019-05-17,2019-05-22,3,649,13,1674,43001,625,2
200,2019-07-10,2019-07-15,1,564,13,1674,43012,,3
201,2019-07-19,2019-07-24,2,713,13,1674,42964,2824,3
202,2019-09-24,2019-09-29,2,2532,13,1674,43009,563,3
203,2019-11-27,2019-11-29,1,1397,13,1674,42987,456,2
204,2019-12-04,2019-12-05,3,733,13,1674,42984,258,2
205,2019-12-14,2019-12-19,2,2835,13,1674,43011,387,3
206,2020-01-11,2020-01-15,2,508,13,1674,42972,2741,2
207,2020-02-03,2020-02-08,2,3053,13,1674,42963,2355,
208,2020-02-06,2020-02-11,2,1095,13,1674,42990,353,1
209,2020-02-25,2020-02-27,2,1,13,1674,42977,111,3
210,2020-02-24,2020-02-28,2,416,13,1674,43013,354,2
211,2016-03-03,2016-03-06,1,1616,13,1674,43035,1159,3
212,2016-05-18,2016-05-23,1,1505,13,1674,43021,435,2
213,2016-08-27,2016-09-01,3,346,13,1674,43031,1191,2
214,2017-06-17,2017-06-18,2,731,13,1674,43036,744,2
215,2018-06-08,2018-06-18,1,1648,13,1674,43024,508,1
216,2018-07-14,2018-07-18,3,1684,13,1674,43020,562,2
217,2018-12-31,2019-01-03,1,1607,13,1674,43020,562,1
218,2019-04-03,2019-04-06,1,1835,13,1674,43035,1159,1
219,2019-04-22,2019-04-26,1,2962,13,1674,43037,1137,2
220,2019-04-27,2019-05-02,2,166,13,1674,43033,1182,3
221,2019-06-21,2019-06-23,1,1854,13,1674,43037,1137,2
222,2019-07-09,2019-07-10,3,1204,13,1674,43017,358,2
223,2019-09-21,2019-10-01,2,184,13,1674,43021,435,1
224,2020-03-24,2020-03-29,2,3011,13,1674,43029,,2
225,2020-04-08,2020-04-13,1,3001,13,1674,43043,1159,1
226,2020-03-06,2020-03-08,1,584,13,1674,43036,744,2
227,2020-01-07,2020-01-10,1,561,13,1674,42828,906.18,3
228,2020-01-30,2020-02-04,2,208,13,1674,42845,823.24,2
229,2020-02-18,2020-02-21,1,1879,13,1674,42846,2846.58,
230,2020-02-29,2020-03-02,1,720,13,1674,42848,1588,1
231,2020-04-29,2020-05-01,2,1549,13,1674,42827,512.38,1
232,2020-04-21,2020-04-28,2,3368,13,1674,42950,2603,2
233,2020-03-07,2020-03-08,2,1549,13,1674,42995,364,1
234,2020-05-29,2020-06-07,2,3250,13,1674,42904,135,1
235,2016-03-28,2016-03-31,1,1722,13,1516,42837,430.32,3
236,2017-10-23,2017-10-24,2,2876,13,1516,42834,818.84,2
237,2018-10-04,2018-10-12,2,1458,13,1516,42852,152,1
238,2016-11-09,2016-11-12,1,2838,13,1516,42942,274900,2
239,2017-07-10,2017-07-18,2,201,13,1516,42940,2162,2
240,2018-03-12,2018-03-20,3,884,13,1516,42946,2173,3
241,2018-04-03,2018-04-06,2,1006,13,1516,42905,456,3
242,2018-06-14,2018-06-22,3,1132,13,1516,42916,1356,2
243,2015-02-17,2015-02-18,1,2866,13,1516,42969,3839,2
244,2016-03-30,2016-04-02,1,1856,13,1516,42960,4125,2
245,2017-05-16,2017-05-24,2,460,13,1516,42987,456,2
246,2017-06-03,2017-06-11,1,519,13,1516,43010,387,2
247,2017-09-16,2017-09-17,3,3367,13,1516,42953,3620,1
248,2016-06-08,2016-06-11,3,37,13,1516,43041,779,2
249,2015-11-19,2015-11-27,2,723,13,1516,42790,762.96,2
250,2016-08-01,2016-08-04,2,1019,13,1516,42796,457.82,1
251,2017-06-21,2017-06-27,3,385,13,1516,42789,218.02,2
252,2019-03-08,2019-03-16,3,1286,13,1516,42787,1366.42,2
253,2019-06-04,2019-06-07,3,1117,13,1516,42763,2118.38,2
254,2015-07-10,2015-07-18,3,337,13,1516,42880,560,1
255,2016-05-27,2016-06-05,2,2716,13,1516,42876,560,1
256,2016-10-05,2016-10-13,3,1539,13,1516,42832,818.84,1
257,2017-01-18,2017-01-21,3,1408,13,1516,42865,199,1
258,2017-10-19,2017-10-28,2,896,13,1516,42828,906.18,2
259,2019-05-07,2019-05-16,1,2939,13,1516,42861,542,1
260,2019-08-19,2019-08-22,2,1270,13,1516,42859,610,1
261,2020-03-31,2020-04-03,2,1854,13,1516,42877,560,1
262,2015-07-07,2015-07-13,2,1064,13,1516,42945,3210,1
263,2015-12-29,2016-01-06,1,739,13,1516,42891,515,3
264,2017-06-22,2017-06-28,1,305,13,1516,42910,1502,2
265,2016-01-28,2016-01-31,2,572,13,1516,42970,3001,2
266,2018-02-28,2018-03-08,2,723,13,1516,42975,215,1
267,2018-05-07,2018-05-10,3,539,13,1516,42993,507,2
268,2018-05-14,2018-05-22,2,983,13,1516,42996,518,1
269,2019-02-01,2019-02-09,3,1788,13,1516,43010,387,3
270,2019-12-14,2019-12-20,3,928,13,1516,43010,387,2
271,2016-09-03,2016-09-09,1,364,13,1516,43033,1182,2
272,2017-03-28,2017-04-06,1,1117,13,1516,43026,530,2
273,2018-12-25,2018-12-31,2,3156,13,1516,43017,358,1
274,2015-01-08,2015-01-16,3,3013,13,1516,42758,1819.18,3
275,2015-02-14,2015-02-18,3,356,13,1516,42780,4028.86,2
276,2015-04-23,2015-04-28,1,1228,13,1516,42777,2557.5,3
277,2015-07-22,2015-07-27,3,1195,13,1516,42763,2118.38,2
278,2015-08-24,2015-08-25,3,1149,13,1516,42812,376.64,2
279,2015-09-09,2015-09-16,3,3146,13,1516,42772,6569.86,30
280,2015-09-14,2015-09-19,3,75,13,1516,42756,638.66,1
281,2015-10-16,2015-10-23,2,393,13,1516,42764,1385.78,2
282,2015-10-15,2015-10-22,3,3360,13,1516,42814,369.82,1
283,2015-12-18,2015-12-21,3,1746,13,1516,42765,1938.42,2
284,2015-12-31,2016-01-04,3,1133,13,1516,42737,1658,2
285,2016-01-11,2016-01-14,2,2896,13,1516,42776,1423.4,2
286,2016-07-27,2016-08-01,1,2711,13,1516,42799,1536.04,3
287,2016-09-13,2016-09-18,2,3250,13,1516,42763,2118.38,2
288,2016-10-15,2016-10-19,3,421,13,1516,42766,7011.62,1
289,2016-11-08,2016-11-13,3,46,13,1516,42816,1254.88,1
290,2017-03-15,2017-03-19,2,840,13,1516,42771,2554.2,3
291,2017-04-14,2017-04-18,1,3008,13,1516,42812,376.64,2
292,2017-05-26,2017-05-31,1,480,13,1516,42795,543.18,1
293,2017-09-12,2017-09-13,3,484,13,1516,42795,543.18,1
294,2017-10-07,2017-10-12,2,1103,13,1516,42782,3373.92,3
295,2017-11-13,2017-11-14,2,639,13,1516,42737,1658,2
296,2017-12-22,2017-12-27,1,1293,13,1516,42783,2452.34,3
297,2018-02-09,2018-02-10,2,893,13,1516,42772,6569.86,2
298,2018-05-23,2018-05-28,1,1559,13,1516,42787,1366.42,2
299,2018-08-04,2018-08-08,2,771,13,1516,42800,1642.74,2
300,2018-08-22,2018-09-01,2,1185,13,1516,42779,9555.04,3
301,2018-09-06,2018-09-10,3,1167,13,1516,42764,1385.78,2
302,2018-10-01,2018-10-05,1,932,13,1516,42796,457.82,3
303,2018-11-02,2018-11-10,2,879,13,1516,42790,762.96,3
304,2018-12-01,2018-12-04,2,891,13,1516,42770,3597.22,2
305,2019-02-15,2019-02-16,1,1645,13,1516,42777,2557.5,2
306,2019-03-05,2019-03-10,3,773,13,1516,42793,871.86,3
307,2019-07-15,2019-07-17,1,292,13,1516,42818,1907.62,3
308,2019-07-15,2019-07-18,2,442,13,1516,42810,1282.82,2
309,2019-09-02,2019-09-03,2,2946,13,1516,42799,1536.04,2
310,2019-11-14,2019-11-22,2,1854,13,1516,42788,421.96,2
311,2019-12-13,2019-12-16,2,1865,13,1516,42777,2557.5,2
312,2020-01-27,2020-01-28,1,109,13,1516,42760,1637.24,2
313,2020-04-13,2020-04-21,2,2809,13,1516,42792,479.82,3
314,2020-05-27,2020-06-04,1,721,13,1516,42764,1385.78,3
315,2015-02-07,2015-02-12,3,993,13,1516,42884,498,3
316,2015-03-09,2015-03-14,1,944,13,1516,42840,353.32,20
317,2015-04-20,2015-04-25,1,1170,13,1516,42832,818.84,2
318,2015-06-30,2015-07-05,3,1233,13,1516,42870,178,1
319,2015-09-14,2015-09-19,1,1425,13,1516,42825,554.18,2
320,2015-10-22,2015-10-27,3,135,13,1516,42840,353.32,3
321,2015-11-17,2015-11-20,3,533,13,1516,42865,199,2
322,2016-01-11,2016-01-13,1,2679,13,1516,42876,560,3
323,2016-01-20,2016-01-27,1,160,13,1516,42849,1542,2
324,2016-01-26,2016-01-29,1,1799,13,1516,42863,398,2
325,2016-02-11,2016-02-16,1,1818,13,1516,42833,819.06,1
326,2016-03-26,2016-03-31,1,526,13,1516,42879,560,1
327,2016-09-27,2016-10-05,1,2979,13,1516,42856,481,2
328,2016-11-09,2016-11-12,1,453,13,1516,42845,823.24,2
329,2016-12-09,2016-12-19,3,2664,13,1516,42841,353.32,2
330,2016-12-12,2016-12-16,1,530,13,1516,42865,199,1
331,2017-01-12,2017-01-19,1,1143,13,1516,42840,353.32,2
332,2017-01-17,2017-01-21,1,1859,13,1516,42871,560,20
333,2017-02-25,2017-02-28,3,191,13,1516,42838,897.38,1
334,2017-02-25,2017-03-02,2,17,13,1516,42858,505,2
335,2017-05-17,2017-05-18,2,1101,13,1516,42837,430.32,1
336,2017-06-15,2017-06-25,2,3365,13,1516,42844,1810.38,1
337,2017-07-11,2017-07-14,3,1111,13,1516,42858,505,1
338,2017-07-12,2017-07-13,2,24,13,1516,42879,560,3
339,2017-07-25,2017-07-28,1,610,13,1516,42869,199,2
340,2017-08-31,2017-09-10,1,159,13,1516,42820,652.74,3
341,2017-09-26,2017-10-01,3,892,13,1516,42859,610,3
342,2017-10-10,2017-10-15,2,929,13,1516,42853,727,1
343,2017-11-15,2017-11-19,2,1425,13,1516,42866,199,1
344,2018-01-05,2018-01-13,2,3401,13,1516,42830,486.42,2
345,2018-02-05,2018-02-08,2,4,13,1516,42861,542,2
346,2018-05-04,2018-05-09,2,1204,13,1516,42858,505,2
347,2018-06-27,2018-07-07,1,999,13,1516,42877,560,2
348,2018-08-03,2018-08-08,1,191,13,1516,42878,560,3
349,2018-10-08,2018-10-13,2,1868,13,1516,42820,652.74,2
350,2018-11-27,2018-11-29,1,631,13,1516,42834,818.84,2
351,2019-01-01,2019-01-02,2,1693,13,1516,42825,554.18,1
352,2019-02-07,2019-02-08,2,1789,13,1516,42855,1130,2
353,2019-03-26,2019-03-27,2,223,13,1516,42860,587,2
354,2019-04-04,2019-04-09,1,2579,13,1516,42858,505,2
355,2019-06-27,2019-07-02,2,3271,13,1516,42883,498,2
356,2019-07-08,2019-07-09,2,2735,13,1516,42883,498,3
357,2019-10-18,2019-10-19,2,2798,13,1516,42855,1130,1
358,2020-01-17,2020-01-22,2,178,13,1516,42836,823.24,2
359,2020-02-27,2020-02-28,2,3323,13,1516,42836,823.24,2
360,2020-03-18,2020-03-21,2,1066,13,1516,42827,512.38,2
361,2020-04-04,2020-04-06,1,966,13,1516,42869,199,2
362,2015-01-02,2015-01-03,3,1390,13,1516,42892,515,1
363,2015-01-13,2015-01-23,2,219,13,1516,42914,1489,2
364,2015-01-16,2015-01-21,1,880,13,1516,42885,498,2
365,2015-01-31,2015-02-05,2,790,13,1516,42890,515,2
366,2015-06-27,2015-07-04,1,2780,13,1516,42903,269,2
367,2015-10-03,2015-10-13,3,950,13,1516,42947,2974,2
368,2015-10-20,2015-10-28,1,476,13,1516,42889,515,1
369,2015-11-09,2015-11-14,3,1386,13,1516,42887,498,2
370,2015-12-21,2015-12-25,3,778,13,1516,42886,498,3
371,2016-01-22,2016-01-27,1,1588,13,1516,42935,2456,2
372,2016-04-26,2016-05-01,3,1826,13,1516,42934,1789,1
373,2016-07-08,2016-07-12,2,1617,13,1516,42923,753,2
374,2016-08-16,2016-08-24,2,1278,13,1516,42902,258,2
375,2016-08-22,2016-08-27,3,2969,13,1516,42905,456,3
376,2016-11-04,2016-11-07,2,3121,13,1516,42907,456,3
377,2016-11-04,2016-11-09,1,2904,13,1516,42937,2458,2
378,2016-11-23,2016-12-01,1,3172,13,1516,42948,,2
379,2016-12-08,2016-12-13,2,3281,13,1516,42930,156,2
380,2017-02-11,2017-02-14,2,651,13,1516,42915,1765,3
381,2017-06-20,2017-06-28,3,431,13,1516,42885,498,2
382,2017-09-08,2017-09-13,2,791,13,1516,42886,498,1
383,2017-11-22,2017-11-23,2,358,13,1516,42925,3,2
384,2018-01-17,2018-01-22,2,1146,13,1516,42930,156,3
385,2018-02-24,2018-03-01,2,1241,13,1516,42908,1478,3
386,2018-06-23,2018-06-27,3,795,13,1516,42923,753,2
387,2018-08-02,2018-08-10,2,529,13,1516,42892,515,2
388,2018-08-04,2018-08-14,2,1053,13,1516,42949,2015,1
389,2018-10-19,2018-10-29,1,1245,13,1516,42904,135,1
390,2018-11-28,2018-12-06,3,1824,13,1516,42938,2679,2
391,2019-01-09,2019-01-12,1,3090,13,1516,42905,456,3
392,2019-01-17,2019-01-21,3,1416,13,1516,42927,91,1
393,2019-02-15,2019-02-17,1,3005,13,1516,42920,789,1
394,2019-03-14,2019-03-21,2,974,13,1516,42938,2679,2
395,2019-03-19,2019-03-29,2,1638,13,1516,42912,1654,2
396,2019-04-01,2019-04-02,2,1878,13,1516,42935,2456,3
397,2019-04-13,2019-04-18,2,787,13,1516,42893,515,20
398,2019-06-05,2019-06-07,2,1100,13,1516,42886,498,1
399,2019-06-17,2019-06-24,1,1213,13,1516,42905,456,2
400,2019-06-17,2019-06-21,2,1731,13,1516,42891,515,1
401,2019-07-09,2019-07-10,2,2689,13,1516,42920,789,1
402,2019-09-23,2019-09-24,2,2906,13,1516,42909,1500,3
403,2019-10-29,2019-11-03,2,3301,13,1516,42930,156,1
404,2019-11-02,2019-11-07,2,354,13,1516,42900,245,3
405,2019-12-10,2019-12-14,2,731,13,1516,42932,156,1
406,2019-12-11,2019-12-19,1,164,13,1516,42907,456,3
407,2020-02-01,2020-02-06,1,1616,13,1516,42923,753,3
408,2020-04-01,2020-04-05,2,2823,13,1516,42890,515,2
409,2020-04-06,2020-04-07,2,3390,13,1516,42908,1478,2
410,2020-05-02,2020-05-09,2,1641,13,1516,42916,1356,3
411,2015-01-27,2015-02-03,3,2763,13,1516,43013,354,3
412,2015-05-28,2015-06-02,1,994,13,1516,43006,519,2
